id_sess;block;trial;dual;lines_first;decision;task;side;coherence;mu;meanTilt;sdTilt;tOn;tOff;rr;acc;tResp;id;seq;session;signed_mu;signed_coherence;s;sign_s
04cc02;2;3;0;1;1;orientation;1;NA;6.0057;5.336;16.0076;1286537.1156;1286537.4177;0;0;1.7523;4;4;2;6.0057;NA;0.802771812476006;1
04cc02;2;3;0;1;2;motion;-1;0.6771;NA;NA;NA;1286539.7282;1286540.0769;0;1;0.3571;4;4;2;NA;-0.6771;-1.79861498264385;-1
04cc02;2;4;0;1;1;orientation;-1;NA;11.4196;-9.4707;15.5897;1286542.6422;1286542.9465;0;1;0.6554;4;4;2;-11.4196;NA;-2.48253263987371;-1
04cc02;2;4;0;1;2;motion;1;0.3225;NA;NA;NA;1286544.1484;1286544.5713;1;1;0.3745;4;4;2;NA;0.3225;1.08808922719153;1
04cc02;2;5;0;1;1;orientation;1;NA;4.2087;3.1763;16.3424;1286546.9433;1286547.2473;0;0;0.7866;4;4;2;4.2087;NA;0.463971786027541;1
04cc02;2;5;0;1;2;motion;1;0.5062;NA;NA;NA;1286548.5643;1286548.9878;1;1;0.2777;4;4;2;NA;0.5062;1.61858899044359;1
04cc02;2;6;0;1;1;orientation;-1;NA;5.0746;-4.0529;14.1162;1286551.669;1286551.971;1;0;0.8309;4;4;2;-5.0746;NA;-1.2862687735323;-1
04cc02;2;6;0;1;2;motion;1;0.1698;NA;NA;NA;1286553.3596;1286553.7207;1;1;0.3289;4;4;2;NA;0.1698;0.647113103900352;1
04cc02;2;7;0;1;1;orientation;-1;NA;9.6008;-12.163;15.4265;1286556.4415;1286556.7435;0;1;0.3465;4;4;2;-9.6008;NA;-2.13962251850228;-1
04cc02;2;7;0;1;2;motion;-1;0.2469;NA;NA;NA;1286557.6146;1286557.962;0;1;0.3279;4;4;2;NA;-0.2469;-0.556257888735106;-1
04cc02;2;8;0;1;1;orientation;1;NA;5.1887;5.6043;14.1218;1286560.3371;1286560.6403;1;1;0.4177;4;4;2;5.1887;NA;0.648737521096821;1
04cc02;2;8;0;1;2;motion;-1;0.4311;NA;NA;NA;1286561.5984;1286561.9448;0;1;0.697;4;4;2;NA;-0.4311;-1.08820158166396;-1
04cc02;2;9;0;1;1;orientation;1;NA;1.5238;1.0435;16.3114;1286564.7125;1286565.0145;0;0;0.5074;4;4;2;1.5238;NA;-0.0422297671229792;-1
04cc02;2;9;0;1;2;motion;-1;0.8605;NA;NA;NA;1286566.0625;1286566.4113;0;1;0.2783;4;4;2;NA;-0.8605;-2.32824838808984;-1
04cc02;2;10;0;1;1;orientation;-1;NA;7.3925;-7.9248;14.2338;1286568.8616;1286569.1637;0;1;0.4221;4;4;2;-7.3925;NA;-1.72327744426402;-1
04cc02;2;10;0;1;2;motion;1;0.2385;NA;NA;NA;1286570.1273;1286570.4754;1;1;0.4865;4;4;2;NA;0.2385;0.845509041491079;1
04cc02;2;11;0;1;1;orientation;1;NA;7.8823;7.3318;14.8574;1286573.231;1286573.5331;1;1;0.5809;4;4;2;7.8823;NA;1.15657934148724;1
04cc02;2;11;0;1;2;motion;-1;0.396;NA;NA;NA;1286574.6706;1286575.0196;0;1;0.5343;4;4;2;NA;-0.396;-0.986837718353409;-1
04cc02;2;12;0;1;1;orientation;-1;NA;11.7797;-11.1174;14.7322;1286577.6181;1286577.9204;0;1;1.0735;4;4;2;-11.7797;NA;-2.55042462068845;-1
04cc02;2;12;0;1;2;motion;-1;0.4377;NA;NA;NA;1286579.5346;1286579.886;0;1;0.4518;4;4;2;NA;-0.4377;-1.10726145339756;-1
04cc02;2;13;0;1;1;orientation;-1;NA;9.8106;-8.2798;15.1714;1286582.2512;1286582.5535;0;1;0.3923;4;4;2;-9.8106;NA;-2.17917746872425;-1
04cc02;2;13;0;1;2;motion;-1;0.7772;NA;NA;NA;1286583.5026;1286583.8525;0;1;0.2934;4;4;2;NA;-0.7772;-2.08768970393689;-1
04cc02;2;14;0;1;1;orientation;1;NA;7.412;8.4065;15.5561;1286586.2736;1286586.5756;1;1;0.642;4;4;2;7.412;NA;1.06791064230042;1
04cc02;2;14;0;1;2;motion;1;0.5794;NA;NA;NA;1286587.7919;1286588.141;1;1;0.2928;4;4;2;NA;0.5794;1.82998029512541;1
04cc02;2;15;0;1;1;orientation;1;NA;6.6019;7.226;15.2251;1286591.1249;1286591.4291;0;0;1.3565;4;4;2;6.6019;NA;0.915177252525296;1
04cc02;2;15;0;1;2;motion;-1;0.8321;NA;NA;NA;1286593.3301;1286593.7477;0;1;0.2222;4;4;2;NA;-0.8321;-2.24623318244826;-1
04cc02;2;16;0;1;1;orientation;1;NA;1.0059;0.8533;14.4097;1286596.2642;1286596.5686;1;1;0.5532;4;4;2;1.0059;NA;-0.139872802013163;-1
04cc02;2;16;0;1;2;motion;1;0.428;NA;NA;NA;1286597.6976;1286598.1136;1;1;0.3682;4;4;2;NA;0.428;1.39275838899389;1
04cc02;2;17;0;1;1;orientation;-1;NA;1.8285;-1.1574;14.6596;1286601.0685;1286601.3747;0;1;0.6752;4;4;2;-1.8285;NA;-0.674260556584966;-1
04cc02;2;17;0;1;2;motion;1;0.8677;NA;NA;NA;1286602.6121;1286603.0351;1;1;0.3908;4;4;2;NA;0.8677;2.66255014676161;1
04cc02;2;18;0;1;1;orientation;1;NA;1.1705;1.9535;14.8358;1286605.8589;1286606.1631;1;1;0.7668;4;4;2;1.1705;NA;-0.108839699980098;-1
04cc02;2;18;0;1;2;motion;-1;0.6007;NA;NA;NA;1286607.5055;1286607.8899;0;1;0.3199;4;4;2;NA;-0.6007;-1.57798252803058;-1
04cc02;2;19;0;1;1;orientation;-1;NA;10.9888;-10.7385;16.4672;1286610.8625;1286611.1645;0;1;0.4853;4;4;2;-10.9888;NA;-2.40131113102897;-1
04cc02;2;19;0;1;2;motion;-1;0.4007;NA;NA;NA;1286612.208;1286612.5566;0;1;0.4053;4;4;2;NA;-0.4007;-1.00041065731522;-1
04cc02;2;20;0;1;1;orientation;-1;NA;2.0542;-4.2104;15.4417;1286615.199;1286615.5009;0;1;0.5968;4;4;2;-2.0542;NA;-0.716813236590207;-1
04cc02;2;20;0;1;2;motion;-1;0.6227;NA;NA;NA;1286616.639;1286616.9894;0;1;0.3564;4;4;2;NA;-0.6227;-1.64151543380927;-1
04cc02;2;21;0;1;1;orientation;1;NA;6.9025;6.019;14.4054;1286619.4652;1286619.7671;1;1;1.3226;4;4;2;6.9025;NA;0.971851313710833;1
04cc02;2;21;0;1;2;motion;1;0.9083;NA;NA;NA;1286621.6145;1286621.9672;1;1;0.2906;4;4;2;NA;0.9083;2.77979723651683;1
04cc02;2;22;0;1;1;orientation;1;NA;5.5062;4.2439;15.8219;1286624.2449;1286624.5469;1;1;1.6149;4;4;2;5.5062;NA;0.70859784852998;1
04cc02;2;22;0;1;2;motion;1;0.2254;NA;NA;NA;1286626.7024;1286627.0503;1;1;0.3435;4;4;2;NA;0.2254;0.807678083959223;1
04cc02;2;23;0;1;1;orientation;-1;NA;3.4688;-2.3501;15.6045;1286629.7737;1286630.0757;0;1;0.6942;4;4;2;-3.4688;NA;-0.983516919068782;-1
04cc02;2;23;0;1;2;motion;-1;0.6423;NA;NA;NA;1286631.3265;1286631.6746;0;1;0.3431;4;4;2;NA;-0.6423;-1.69811747713938;-1
04cc02;2;24;0;1;1;orientation;-1;NA;6.2166;-6.1216;15.2287;1286633.9953;1286634.2974;0;1;0.3761;4;4;2;-6.2166;NA;-1.50157741582732;-1
04cc02;2;24;0;1;2;motion;-1;0.8316;NA;NA;NA;1286635.1984;1286635.5498;0;1;0.372;4;4;2;NA;-0.8316;-2.24478925277147;-1
04cc02;2;25;0;1;1;orientation;-1;NA;11.792;-12.2015;15.8956;1286638.396;1286638.6999;0;1;0.6299;4;4;2;-11.792;NA;-2.55274361920004;-1
04cc02;2;25;0;1;2;motion;1;0.7832;NA;NA;NA;1286639.8602;1286640.2782;1;1;0.2196;4;4;2;NA;0.7832;2.41852603138437;1
04cc02;2;26;0;1;1;orientation;1;NA;10.622;10.2541;16.118;1286643.0861;1286643.3908;1;1;0.8191;4;4;2;10.622;NA;1.67311269288449;1
04cc02;2;26;0;1;2;motion;1;0.0359;NA;NA;NA;1286644.7398;1286645.1622;0;0;1.1756;4;4;2;NA;0.0359;0.260428736456417;1
04cc02;2;27;0;1;1;orientation;1;NA;4.4218;4.7604;14.9713;1286648.8348;1286649.1393;1;1;0.7185;4;4;2;4.4218;NA;0.504148906581891;1
04cc02;2;27;0;1;2;motion;-1;0.1743;NA;NA;NA;1286650.3546;1286650.7657;1;0;2.4521;4;4;2;NA;-0.1743;-0.34659929966543;-1
04cc02;2;28;0;1;1;orientation;-1;NA;1.0262;-2.7919;15.0835;1286655.5107;1286655.815;1;0;0.6508;4;4;2;-1.0262;NA;-0.52299775123182;-1
04cc02;2;28;0;1;2;motion;-1;0.4825;NA;NA;NA;1286657.0272;1286657.444;0;1;0.3498;4;4;2;NA;-0.4825;-1.2366375524378;-1
04cc02;2;29;0;1;1;orientation;-1;NA;0.3506;-1.1422;14.9618;1286660.253;1286660.5571;1;0;0.5806;4;4;2;-0.3506;NA;-0.395622515912631;-1
04cc02;2;29;0;1;2;motion;1;0.761;NA;NA;NA;1286661.7134;1286662.127;1;1;0.4505;4;4;2;NA;0.761;2.35441555373496;1
04cc02;2;30;0;1;1;orientation;1;NA;11.6238;11.8788;14.1516;1286665.1563;1286665.4602;1;1;0.6376;4;4;2;11.6238;NA;1.86198852287674;1
04cc02;2;30;0;1;2;motion;1;0.6824;NA;NA;NA;1286666.6264;1286667.0485;1;1;0.5213;4;4;2;NA;0.6824;2.12742980854383;1
04cc02;2;31;0;1;1;orientation;-1;NA;1.4798;-2.7952;13.7617;1286669.9571;1286670.2591;1;0;0.6547;4;4;2;-1.4798;NA;-0.608517891463886;-1
04cc02;2;31;0;1;2;motion;1;0.2279;NA;NA;NA;1286671.4719;1286671.8202;0;0;0.5815;4;4;2;NA;0.2279;0.814897732343165;1
04cc02;2;32;0;1;1;orientation;1;NA;6.5641;5.7056;14.27;1286675.0688;1286675.3709;1;1;0.5189;4;4;2;6.5641;NA;0.908050574172624;1
04cc02;2;32;0;1;2;motion;1;0.4284;NA;NA;NA;1286676.4143;1286676.7644;1;1;0.4214;4;4;2;NA;0.4284;1.39391353273532;1
04cc02;2;33;0;1;1;orientation;1;NA;0.5163;1.9052;15.8584;1286679.1142;1286679.4176;0;0;0.8882;4;4;2;0.5163;NA;-0.23218025496206;-1
04cc02;2;33;0;1;2;motion;1;0.0146;NA;NA;NA;1286680.8466;1286681.1976;0;0;1.9402;4;4;2;NA;0.0146;0.198917332225231;1
04cc02;2;34;0;1;1;orientation;-1;NA;4.1998;-3.2548;15.4288;1286685.5948;1286685.9006;0;1;0.8532;4;4;2;-4.1998;NA;-1.12133707451332;-1
04cc02;2;34;0;1;2;motion;1;0.8828;NA;NA;NA;1286687.313;1286687.7025;1;1;0.587;4;4;2;NA;0.8828;2.70615682300062;1
04cc02;2;35;0;1;1;orientation;1;NA;7.226;9.8447;13.7367;1286690.427;1286690.7289;1;1;0.7605;4;4;2;7.226;NA;1.03284285993013;1
04cc02;2;35;0;1;2;motion;-1;0.0064;NA;NA;NA;1286692.0464;1286692.397;0;1;1.0448;4;4;2;NA;-0.0064;0.138272285800117;1
04cc02;2;36;0;1;1;orientation;-1;NA;3.0901;-3.2642;15.1442;1286696.0471;1286696.3501;0;1;0.4517;4;4;2;-3.0901;NA;-0.91211816001701;-1
04cc02;2;36;0;1;2;motion;-1;0.1418;NA;NA;NA;1286697.3103;1286697.6634;0;1;0.4184;4;4;2;NA;-0.1418;-0.252743870674183;-1
04cc02;2;37;0;1;1;orientation;-1;NA;4.8217;-4.1738;14.9973;1286700.4359;1286700.738;0;1;0.3198;4;4;2;-4.8217;NA;-1.23858790169657;-1
04cc02;2;37;0;1;2;motion;1;0.4876;NA;NA;NA;1286701.5983;1286701.9465;1;1;0.423;4;4;2;NA;0.4876;1.56487480646706;1
04cc02;2;38;0;1;1;orientation;-1;NA;1.2811;-0.6616;15.2454;1286704.5981;1286704.9001;0;1;1.8055;4;4;2;-1.2811;NA;-0.571055695996268;-1
04cc02;2;38;0;1;2;motion;-1;0.6852;NA;NA;NA;1286707.2465;1286707.5962;0;1;0.3416;4;4;2;NA;-0.6852;-1.82200664340782;-1
04cc02;2;39;0;1;1;orientation;-1;NA;10.5558;-12.6608;14.0897;1286710.3909;1286710.6929;0;1;0.3327;4;4;2;-10.5558;NA;-2.31967484196265;-1
04cc02;2;39;0;1;2;motion;-1;0.861;NA;NA;NA;1286711.5665;1286711.9158;0;1;0.3096;4;4;2;NA;-0.861;-2.32969231776663;-1
04cc02;2;40;0;1;1;orientation;-1;NA;8.2706;-9.1537;15.7597;1286714.6209;1286714.9229;0;1;0.3909;4;4;2;-8.2706;NA;-1.88883131361538;-1
04cc02;2;40;0;1;2;motion;-1;0.6214;NA;NA;NA;1286715.8225;1286716.1684;0;1;0.377;4;4;2;NA;-0.6214;-1.63776121664962;-1
04cc02;2;41;0;1;1;orientation;1;NA;11.4027;10.4781;16.67;1286718.9;1286719.202;1;1;0.4474;4;4;2;11.4027;NA;1.82030311060754;1
04cc02;2;41;0;1;2;motion;1;0.3012;NA;NA;NA;1286720.2064;1286720.5535;1;1;0.8082;4;4;2;NA;0.3012;1.02657782296035;1
04cc02;2;42;0;1;1;orientation;-1;NA;7.4647;-7.529;15.8308;1286723.5998;1286723.9017;0;1;0.7717;4;4;2;-7.4647;NA;-1.73688977699055;-1
04cc02;2;42;0;1;2;motion;-1;0.8104;NA;NA;NA;1286725.2143;1286725.562;0;1;0.3274;4;4;2;NA;-0.8104;-2.18356663447564;-1
04cc02;2;43;0;1;1;orientation;1;NA;2.7111;1.2898;14.0629;1286728.4187;1286728.7208;1;1;0.481;4;4;2;2.7111;NA;0.181619577007384;1
04cc02;2;43;0;1;2;motion;1;0.185;NA;NA;NA;1286729.7267;1286730.0784;1;1;1.203;4;4;2;NA;0.185;0.691008566074719;1
04cc02;2;44;0;1;1;orientation;-1;NA;0.9103;-0.2434;14.5036;1286733.4716;1286733.7755;0;1;1.0899;4;4;2;-0.9103;NA;-0.501146375012912;-1
04cc02;2;44;0;1;2;motion;1;0.5394;NA;NA;NA;1286735.3928;1286735.8072;1;1;0.6742;4;4;2;NA;0.5394;1.71446592098234;1
04cc02;2;45;0;1;1;orientation;-1;NA;4.2379;-3.7013;14.8304;1286739.13;1286739.4347;0;1;0.391;4;4;2;-4.2379;NA;-1.1285203138053;-1
04cc02;2;45;0;1;2;motion;1;0.223;NA;NA;NA;1286740.3564;1286740.7735;0;0;1.6923;4;4;2;NA;0.223;0.800747221510638;1
04cc02;2;46;0;1;1;orientation;-1;NA;9.9699;-12.5782;14.2867;1286744.7706;1286745.0749;0;1;0.3827;4;4;2;-9.9699;NA;-2.20921132749623;-1
04cc02;2;46;0;1;2;motion;1;0.3341;NA;NA;NA;1286746.0041;1286746.4109;1;1;0.4385;4;4;2;NA;0.3341;1.12158839569302;1
04cc02;2;47;0;1;1;orientation;-1;NA;1.5837;-1.9392;14.9133;1286749.0809;1286749.3829;0;1;0.6989;4;4;2;-1.5837;NA;-0.628106830110517;-1
04cc02;2;47;0;1;2;motion;-1;0.0916;NA;NA;NA;1286750.6224;1286750.9683;0;1;1.4491;4;4;2;NA;-0.0916;-0.107773331124627;-1
04cc02;2;48;0;1;1;orientation;-1;NA;8.7807;-8.1779;13.9072;1286754.4712;1286754.7733;0;1;0.4121;4;4;2;-8.7807;NA;-1.98500376408359;-1
04cc02;2;48;0;1;2;motion;1;0.6167;NA;NA;NA;1286755.7263;1286756.0771;1;1;0.6606;4;4;2;NA;0.6167;1.93769744901383;1
04cc02;2;49;0;1;1;orientation;1;NA;11.0063;14.2952;15.2181;1286759.0172;1286759.3193;1;1;0.3945;4;4;2;11.0063;NA;1.74556725613666;1
04cc02;2;49;0;1;2;motion;1;0.5222;NA;NA;NA;1286760.2542;1286760.6013;0;0;0.8564;4;4;2;NA;0.5222;1.66479474010082;1
04cc02;2;50;0;1;1;orientation;1;NA;11.9536;10.7489;16.4074;1286763.3538;1286763.6558;1;1;0.4899;4;4;2;11.9536;NA;1.92416784882149;1
04cc02;2;50;0;1;2;motion;-1;0.5114;NA;NA;NA;1286764.7025;1286765.0513;0;1;0.4544;4;4;2;NA;-0.5114;-1.32009668775617;-1
04cc02;3;1;0;1;1;orientation;1;NA;1.0132;0.6551;15.9471;1286770.382;1286770.684;1;1;0.4537;4;4;2;1.0132;NA;-0.138496485823361;-1
04cc02;3;1;0;1;2;motion;-1;0.8253;NA;NA;NA;1286771.6623;1286772.0128;0;1;0.2929;4;4;2;NA;-0.8253;-2.22659573884394;-1
04cc02;3;2;0;1;1;orientation;1;NA;2.2852;1.4701;15.5282;1286774.5428;1286774.8461;1;1;0.8513;4;4;2;2.2852;NA;0.10132189683799;1
04cc02;3;2;0;1;2;motion;1;0.6357;NA;NA;NA;1286776.2542;1286776.6007;1;1;0.2969;4;4;2;NA;0.6357;1.99256677673179;1
04cc02;3;3;0;1;1;orientation;-1;NA;7.4887;-8.5611;13.1753;1286779.3543;1286779.6586;0;1;0.279;4;4;2;-7.4887;NA;-1.74141465213511;-1
04cc02;3;3;0;1;2;motion;-1;0.4645;NA;NA;NA;1286780.4841;1286780.9048;0;1;0.4569;4;4;2;NA;-0.4645;-1.18465608407342;-1
04cc02;3;4;0;1;1;orientation;-1;NA;6.3257;-5.6815;13.9015;1286783.4229;1286783.7296;0;1;0.304;4;4;2;-6.3257;NA;-1.5221467440886;-1
04cc02;3;4;0;1;2;motion;-1;0.4181;NA;NA;NA;1286784.5777;1286784.988;0;1;0.6297;4;4;2;NA;-0.4181;-1.05065941006746;-1
04cc02;3;5;0;1;1;orientation;-1;NA;9.0447;-8.3485;14.586;1286787.9222;1286788.2275;0;1;0.3503;4;4;2;-9.0447;NA;-2.03477739067368;-1
04cc02;3;5;0;1;2;motion;-1;0.7193;NA;NA;NA;1286789.1053;1286789.5087;0;1;0.189;4;4;2;NA;-0.7193;-1.92048264736479;-1
04cc02;3;6;0;1;1;orientation;1;NA;9.7714;11.1374;14.0236;1286791.8094;1286792.1119;1;1;0.3217;4;4;2;9.7714;NA;1.51274357630293;1
04cc02;3;6;0;1;2;motion;-1;0.2416;NA;NA;NA;1286792.9744;1286793.3252;0;1;1.1882;4;4;2;NA;-0.2416;-0.540952234161149;-1
04cc02;3;7;0;1;1;orientation;-1;NA;8.1837;-8.8276;14.7204;1286796.535;1286796.8369;0;1;0.4285;4;4;2;-8.1837;NA;-1.87244749486281;-1
04cc02;3;7;0;1;2;motion;-1;0.0566;NA;NA;NA;1286797.7902;1286798.1448;1;0;1.2325;4;4;2;NA;-0.0566;-0.00669825374943855;-1
04cc02;3;8;0;1;1;orientation;1;NA;6.9207;8.4816;14.0491;1286801.291;1286801.5946;1;1;0.279;4;4;2;6.9207;NA;0.975282677362119;1
04cc02;3;8;0;1;2;motion;-1;0.7652;NA;NA;NA;1286802.4317;1286802.7803;0;1;0.2934;4;4;2;NA;-0.7652;-2.05303539169397;-1
04cc02;3;9;0;1;1;orientation;1;NA;2.661;0.7463;15.5539;1286805.4699;1286805.7718;1;1;0.5175;4;4;2;2.661;NA;0.172173900143128;1
04cc02;3;9;0;1;2;motion;1;0.6757;NA;NA;NA;1286806.8475;1286807.1964;1;1;0.3092;4;4;2;NA;0.6757;2.10808115087486;1
04cc02;3;10;0;1;1;orientation;-1;NA;6.2598;-7.9901;16.22;1286809.4505;1286809.7524;0;1;0.4572;4;4;2;-6.2598;NA;-1.50972219108752;-1
04cc02;3;10;0;1;2;motion;1;0.0679;NA;NA;NA;1286810.7502;1286811.097;1;1;0.4563;4;4;2;NA;0.0679;0.352840235770875;1
04cc02;3;11;0;1;1;orientation;-1;NA;4.0455;-4.1376;15.3044;1286814.082;1286814.384;1;0;0.8337;4;4;2;-4.0455;NA;-1.09224589806312;-1
04cc02;3;11;0;1;2;motion;1;0.0113;NA;NA;NA;1286815.7743;1286816.1241;0;0;2.0535;4;4;2;NA;0.0113;0.189387396358427;1
04cc02;3;12;0;1;1;orientation;-1;NA;2.2675;-1.7923;15.8308;1286820.6573;1286820.9604;0;1;2.3849;4;4;2;-2.2675;NA;-0.757028064437429;-1
04cc02;3;12;0;1;2;motion;-1;0.7075;NA;NA;NA;1286823.8863;1286824.2403;0;1;0.241;4;4;2;NA;-0.7075;-1.88640590699259;-1
04cc02;3;13;0;1;1;orientation;1;NA;8.9176;10.5366;14.4217;1286827.1223;1286827.4292;1;1;0.3801;4;4;2;8.9176;NA;1.35177114303543;1
04cc02;3;13;0;1;2;motion;-1;0.7199;NA;NA;NA;1286828.3693;1286828.7858;0;1;0.3836;4;4;2;NA;-0.7199;-1.92221536297694;-1
04cc02;3;14;0;1;1;orientation;-1;NA;2.0151;-2.016;15.4807;1286831.2562;1286831.5632;0;1;0.4224;4;4;2;-2.0151;NA;-0.709441460833872;-1
04cc02;3;14;0;1;2;motion;1;0.4654;NA;NA;NA;1286832.5637;1286832.9618;1;1;0.4158;4;4;2;NA;0.4654;1.50076432881766;1
04cc02;3;15;0;1;1;orientation;1;NA;2.2425;2.8432;14.0126;1286835.3829;1286835.6849;0;0;1.1648;4;4;2;2.2425;NA;0.0932713898099712;1
04cc02;3;15;0;1;2;motion;1;0.7554;NA;NA;NA;1286837.4064;1286837.7563;1;1;0.3733;4;4;2;NA;0.7554;2.33824354135493;1
04cc02;3;16;0;1;1;orientation;1;NA;4.4092;5.9546;15.1596;1286840.8605;1286841.1624;1;1;0.8229;4;4;2;4.4092;NA;0.501773347131001;1
04cc02;3;16;0;1;2;motion;1;0.3757;NA;NA;NA;1286842.5265;1286842.8759;1;1;1.3977;4;4;2;NA;0.3757;1.24172334480182;1
04cc02;3;17;0;1;1;orientation;-1;NA;5.6511;-5.9008;15.2152;1286846.5871;1286846.8891;0;1;0.4246;4;4;2;-5.6511;NA;-1.39496004523377;-1
04cc02;3;17;0;1;2;motion;-1;0.5686;NA;NA;NA;1286847.8703;1286848.2256;0;1;0.432;4;4;2;NA;-0.5686;-1.48528224278077;-1
04cc02;3;18;0;1;1;orientation;1;NA;0.3665;1.2951;14.6557;1286850.845;1286851.147;0;0;0.7267;4;4;2;0.3665;NA;-0.26042301732265;-1
04cc02;3;18;0;1;2;motion;-1;0.1879;NA;NA;NA;1286852.4143;1286852.7617;1;0;0.632;4;4;2;NA;-0.1879;-0.385874186874074;-1
04cc02;3;19;0;1;1;orientation;-1;NA;6.5745;-5.6929;13.7953;1286856.1097;1286856.4118;0;1;0.8378;4;4;2;-6.5745;NA;-1.56905461642048;-1
04cc02;3;19;0;1;2;motion;-1;0.4017;NA;NA;NA;1286857.7901;1286858.1419;1;0;0.7553;4;4;2;NA;-0.4017;-1.0032985166688;-1
04cc02;3;20;0;1;1;orientation;-1;NA;2.7659;-3.8784;14.1165;1286860.9928;1286861.2947;0;1;0.6109;4;4;2;-2.7659;NA;-0.850994638272663;-1
04cc02;3;20;0;1;2;motion;1;0.4474;NA;NA;NA;1286862.4143;1286862.7611;1;1;0.9846;4;4;2;NA;0.4474;1.44878286045328;1
04cc02;3;21;0;1;1;orientation;-1;NA;4.0846;-4.8768;15.1425;1286865.7245;1286866.0264;0;1;0.4232;4;4;2;-4.0846;NA;-1.09961767381946;-1
04cc02;3;21;0;1;2;motion;-1;0.9118;NA;NA;NA;1286867.0062;1286867.3548;0;1;0.3585;4;4;2;NA;-0.9118;-2.47639557292833;-1
04cc02;3;22;0;1;1;orientation;-1;NA;5.139;-5.8428;13.9593;1286870.1169;1286870.4188;0;1;0.4625;4;4;2;-5.139;NA;-1.29841052183685;-1
04cc02;3;22;0;1;2;motion;1;0.1814;NA;NA;NA;1286871.4382;1286871.7879;0;0;0.3897;4;4;2;NA;0.1814;0.680612272401843;1
04cc02;3;23;0;1;1;orientation;-1;NA;2.3774;-4.8655;15.389;1286874.322;1286874.6275;0;1;0.366;4;4;2;-2.3774;NA;-0.777748221870198;-1
04cc02;3;23;0;1;2;motion;-1;0.3538;NA;NA;NA;1286875.553;1286875.9662;0;1;0.3874;4;4;2;NA;-0.3538;-0.864970053632467;-1
04cc02;3;24;0;1;1;orientation;-1;NA;11.4901;-12.205;15.2883;1286878.9289;1286879.2336;0;1;0.368;4;4;2;-11.4901;NA;-2.49582446061084;-1
04cc02;3;24;0;1;2;motion;1;0.5195;NA;NA;NA;1286880.1163;1286880.5332;1;1;0.2041;4;4;2;NA;0.5195;1.65699751984616;1
04cc02;3;25;0;1;1;orientation;-1;NA;1.2798;-0.4758;13.9726;1286883.3455;1286883.6498;0;1;0.4157;4;4;2;-1.2798;NA;-0.570810598592605;-1
04cc02;3;25;0;1;2;motion;-1;0.4205;NA;NA;NA;1286884.6118;1286885.0329;0;1;0.2324;4;4;2;NA;-0.4205;-1.05759027251604;-1
04cc02;3;26;0;1;1;orientation;-1;NA;5.2284;-5.5074;15.232;1286887.5394;1286887.8439;0;1;0.3174;4;4;2;-5.2284;NA;-1.31526568175032;-1
04cc02;3;26;0;1;2;motion;-1;0.2163;NA;NA;NA;1286888.6892;1286889.0994;1;0;0.678;4;4;2;NA;-0.2163;-0.467889392515656;-1
04cc02;3;27;0;1;1;orientation;1;NA;9.6034;8.7813;15.7205;1286892.4418;1286892.7461;1;1;1.4955;4;4;2;9.6034;NA;1.48106945029106;1
04cc02;3;27;0;1;2;motion;-1;0.4611;NA;NA;NA;1286894.7694;1286895.1534;0;1;0.2562;4;4;2;NA;-0.4611;-1.17483736227126;-1
04cc02;3;28;0;1;1;orientation;-1;NA;3.8352;-2.7282;15.0894;1286897.6238;1286897.9257;0;1;0.3798;4;4;2;-3.8352;NA;-1.05259667960897;-1
04cc02;3;28;0;1;2;motion;-1;0.0654;NA;NA;NA;1286898.8463;1286899.1944;1;0;0.6952;4;4;2;NA;-0.0654;-0.0321114160609145;-1
04cc02;3;29;0;1;1;orientation;1;NA;7.9983;9.9811;14.534;1286902.3429;1286902.6449;1;1;0.3487;4;4;2;7.9983;NA;1.17844957135258;1
04cc02;3;29;0;1;2;motion;1;0.6632;NA;NA;NA;1286903.5664;1286903.9196;1;1;0.3059;4;4;2;NA;0.6632;2.07198290895515;1
04cc02;3;30;0;1;1;orientation;1;NA;8.8543;9.7765;15.4859;1286906.5129;1286906.815;1;1;0.2583;4;4;2;8.8543;NA;1.33983678484167;1
04cc02;3;30;0;1;2;motion;1;0.05;NA;NA;NA;1286907.6461;1286907.9921;1;1;0.4735;4;4;2;NA;0.05;0.30114755334185;1
04cc02;3;31;0;1;1;orientation;1;NA;4.7911;3.6262;15.4272;1286911.01;1286911.312;1;1;0.3056;4;4;2;4.7911;NA;0.573775422868713;1
04cc02;3;31;0;1;2;motion;1;0.0574;NA;NA;NA;1286912.1755;1286912.5246;1;1;0.4051;4;4;2;NA;0.0574;0.322517712558318;1
04cc02;3;32;0;1;1;orientation;1;NA;7.6624;7.024;13.9196;1286915.2667;1286915.5687;1;1;0.3205;4;4;2;7.6624;NA;1.11512017297527;1
04cc02;3;32;0;1;2;motion;-1;0.6649;NA;NA;NA;1286916.4302;1286916.7769;0;1;0.3923;4;4;2;NA;-0.6649;-1.76338309853021;-1
04cc02;3;33;0;1;1;orientation;-1;NA;1.6328;-2.9427;14.9039;1286919.4012;1286919.7081;1;0;1.0454;4;4;2;-1.6328;NA;-0.637363970510417;-1
04cc02;3;33;0;1;2;motion;1;0.1383;NA;NA;NA;1286921.3138;1286921.7356;0;0;0.346;4;4;2;NA;0.1383;0.556145534262682;1
