kept_subjects,n_kept,sub_id_min,sub_id_max,task1_pattern,task2_pattern,behavior_file,mapping_note
"sub18,sub19,sub20,sub21,sub22,sub24,sub25,sub26,sub27,sub28",10,18,29,clean_epochs_task1_ICA_*.fif,clean_epochs_task2_ICA_*.fif,data_nu.txt,"decision:1/2, rr:0/1, acc:0/1, id_session->sess_num"
