subject,task,session,file,condition,n_trials
sub22,task2,4,clean_epochs_task2_ICA_sub22_zzy1_sess4-epo.fif,error_right,64
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,correct,113
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,error,37
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,left,64
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,right,86
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,correct_left,51
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,correct_right,62
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,error_left,13
sub24,task2,2,clean_epochs_task2_ICA_sub24_czy1_sess1-epo.fif,error_right,24
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,correct,122
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,error,28
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,left,12
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,right,138
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,correct_left,8
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,correct_right,114
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,error_left,4
sub24,task2,3,clean_epochs_task2_ICA_sub24_czy1_sess2-epo.fif,error_right,24
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,correct,248
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,error,52
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,left,7
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,right,293
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,correct_left,4
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,correct_right,244
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,error_left,3
sub24,task2,4,clean_epochs_task2_ICA_sub24_czy1_sess3-epo.fif,error_right,49
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,correct,124
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,error,26
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,left,10
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,right,140
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,correct_left,5
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,correct_right,119
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,error_left,5
sub25,task2,3,clean_epochs_task2_ICA_sub25_cjb1_sess1-epo.fif,error_right,21
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,correct,129
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,error,21
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,left,11
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,right,139
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,correct_left,9
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,correct_right,120
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,error_left,2
sub25,task2,4,clean_epochs_task2_ICA_sub25_cjb1_sess2-epo.fif,error_right,19
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,correct,136
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,error,14
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,left,6
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,right,144
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,correct_left,3
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,correct_right,133
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,error_left,3
sub26,task2,3,clean_epochs_task2_ICA_sub26_pzq1_sess1-epo.fif,error_right,11
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,correct,142
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,error,8
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,left,11
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,right,139
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,correct_left,11
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,correct_right,131
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,error_left,0
sub26,task2,4,clean_epochs_task2_ICA_sub26_pzq1_sess2-epo.fif,error_right,8
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,correct,120
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,error,30
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,left,35
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,right,115
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,correct_left,14
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,correct_right,106
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,error_left,21
sub27,task2,3,clean_epochs_task2_ICA_sub27_lyj1_sess1-epo.fif,error_right,9
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,correct,137
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,error,13
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,left,48
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,right,102
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,correct_left,43
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,correct_right,94
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,error_left,5
sub27,task2,4,clean_epochs_task2_ICA_sub27_lyj1_sess2-epo.fif,error_right,8
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,correct,129
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,error,21
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,left,78
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,right,72
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,correct_left,62
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,correct_right,67
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,error_left,16
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,error_right,5
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct,116
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,error,34
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,left,61
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,right,89
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct_left,49
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct_right,67
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,error_left,12
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,error_right,22
sub28,task2,3,clean_epochs_task2_ICA_sub28_hbf1_sess3-epo.fif,correct,255
sub28,task2,3,clean_epochs_task2_ICA_sub28_hbf1_sess3-epo.fif,error,45
sub28,task2,3,clean_epochs_task2_ICA_sub28_hbf1_sess3-epo.fif,left,62
sub28,task2,3,clean_epochs_task2_ICA_sub28_hbf1_sess3-epo.fif,right,238
sub28,task2,3,clean_epochs_task2_ICA_sub28_hbf1_sess3-epo.fif,correct_left,32
sub28,task2,3,clean_epochs_task2_ICA_sub28_hbf1_sess3-epo.fif,correct_right,223
sub28,task2,3,clean_epochs_task2_ICA_sub28_hbf1_sess3-epo.fif,error_left,30
sub28,task2,3,clean_epochs_task2_ICA_sub28_hbf1_sess3-epo.fif,error_right,15
sub28,task2,4,clean_epochs_task2_ICA_sub28_hbf1_sess4-epo.fif,correct,245
sub28,task2,4,clean_epochs_task2_ICA_sub28_hbf1_sess4-epo.fif,error,55
sub28,task2,4,clean_epochs_task2_ICA_sub28_hbf1_sess4-epo.fif,left,66
sub28,task2,4,clean_epochs_task2_ICA_sub28_hbf1_sess4-epo.fif,right,234
sub28,task2,4,clean_epochs_task2_ICA_sub28_hbf1_sess4-epo.fif,correct_left,51
sub28,task2,4,clean_epochs_task2_ICA_sub28_hbf1_sess4-epo.fif,correct_right,194
sub28,task2,4,clean_epochs_task2_ICA_sub28_hbf1_sess4-epo.fif,error_left,15
sub28,task2,4,clean_epochs_task2_ICA_sub28_hbf1_sess4-epo.fif,error_right,40
