"sigma_o" "bias_o" "lapse_o" "sigma_m" "bias_m" "lapse_m" "id"
"1" 3.14027264057861 -0.471973504935397 0 0.11850833472021 -0.0476734128909317 0.00792297639526673 1
"2" 3.20469935661814 0.00419483317919453 0.0132657810012329 0.178912062577817 -0.09833659824383 0.109501562436146 2
"3" 4.60761424206892 1.53420581046133 0.0192600694423584 0.323182073825986 -0.139737606097424 0.00582181094496436 4
"4" 6.83733495466575 0.186253954094101 1.04295482575879e-39 0.322776345528361 0.186733038075175 0.0997618445027381 6
"5" 3.57979645734292 -0.553990022552498 0.0273616003181714 0.216881912826192 0.0246191123999998 0.0796260019976406 7
"6" 5.66098491861485 -1.53683359288767 0.0129926076808647 0.226219314300967 -0.00660447579841851 0.049527511305507 8
"7" 3.57036239029937 -2.20876212532881 0.00197978880439204 0.217996984120228 0.131407273723486 6.67132524862763e-45 9
"8" 5.15990219290172 1.11915608768306 0 0.550214765637365 -0.311590785997212 1.97537766553781e-37 10
"9" 4.30031997720578 -0.0876861207809699 0 0.227947398340825 -0.0864440773563481 0.0559142370916768 14
"10" 4.67189903904919 -2.85607402162552 0.0213383212744216 0.0809708061862573 -0.0888168365577322 0.0805139155024942 15
"11" 4.41696094845921 -0.00672039554091718 0 0.181809601529318 0.0666519188639988 0.0286983996596629 16
"12" 6.33316704604897 1.18278784941422 0 0.378440881032465 -0.278903418905684 7.55217161096708e-21 18
"13" 4.53348003603581 -0.158412687908311 0 0.481460309972153 -0.080537682637345 0.0178978333682251 21
