id_sess,block,trial,dual,lines_first,decision,task,side,coherence,mu,meanTilt,sdTilt,tOn,tOff,rr,acc,tResp,Unnamed: 17,id,seq,signed_mu,signed_coherence,session,id_session
06sl04,3,5,1,1,2,motion,1,0.9534,NaN,NaN,NaN,1444266.1053,1444266.4536,1,1,0.0007,NaN,6,01,NaN,0.9534,4.0,6_4.0
06sl04,3,6,1,1,1,orientation,-1,NaN,22.0273,-23.202,17.0795,1444268.4243,1444268.7264,0,1,0.006,NaN,6,01,-22.0273,NaN,4.0,6_4.0
06sl04,3,6,1,1,2,motion,1,0.1047,NaN,NaN,NaN,1444269.2405,1444269.6406,1,1,0.0005,NaN,6,01,NaN,0.1047,4.0,6_4.0
06sl04,3,7,1,1,1,orientation,-1,NaN,0.3074,-2.0089,13.7355,1444271.2684,1444271.5704,1,0,0.3614,NaN,6,01,-0.3074,NaN,4.0,6_4.0
06sl04,3,7,1,1,2,motion,-1,0.2333,NaN,NaN,NaN,1444272.4565,1444272.8055,1,0,0.0005,NaN,6,01,NaN,-0.2333,4.0,6_4.0
06sl04,3,8,1,1,1,orientation,-1,NaN,21.3215,-20.8816,15.4238,1444274.2785,1444274.5805,0,1,0.1192,NaN,6,01,-21.3215,NaN,4.0,6_4.0
06sl04,3,8,1,1,2,motion,1,0.0203,NaN,NaN,NaN,1444275.2245,1444275.5719,1,1,0.0005,NaN,6,01,NaN,0.0203,4.0,6_4.0
06sl04,3,9,1,1,1,orientation,-1,NaN,35.4484,-36.324,15.6252,1444277.0456,1444277.3477,0,1,0.2481,NaN,6,01,-35.4484,NaN,4.0,6_4.0
06sl04,3,9,1,1,2,motion,1,0.0958,NaN,NaN,NaN,1444278.1214,1444278.4695,1,1,0.0006,NaN,6,01,NaN,0.0958,4.0,6_4.0
06sl04,3,10,1,1,1,orientation,1,NaN,3.9827,3.814,15.2255,1444280.2061,1444280.5081,1,1,0.0956,NaN,6,01,3.9827,NaN,4.0,6_4.0
06sl04,3,10,1,1,2,motion,1,0.3944,NaN,NaN,NaN,1444281.1126,1444281.4637,1,1,0.0006,NaN,6,01,NaN,0.3944,4.0,6_4.0
06sl04,3,11,1,1,1,orientation,1,NaN,7.6777,6.7523,16.9029,1444283.3391,1444283.6411,1,1,0.2266,NaN,6,01,7.6777,NaN,4.0,6_4.0
06sl04,3,11,1,1,2,motion,1,0.6577,NaN,NaN,NaN,1444284.4084,1444284.7553,1,1,0.0007,NaN,6,01,NaN,0.6577,4.0,6_4.0
06sl04,3,12,1,1,1,orientation,-1,NaN,27.8093,-28.5051,14.8983,1444286.3053,1444286.6073,0,1,0.1245,NaN,6,01,-27.8093,NaN,4.0,6_4.0
06sl04,3,12,1,1,2,motion,1,0.2877,NaN,NaN,NaN,1444287.2563,1444287.6028,1,1,0.0006,NaN,6,01,NaN,0.2877,4.0,6_4.0
06sl04,3,13,1,1,1,orientation,-1,NaN,28.8406,-29.5449,14.7813,1444289.3092,1444289.6113,0,1,0.1122,NaN,6,01,-28.8406,NaN,4.0,6_4.0
06sl04,3,13,1,1,2,motion,1,0.406,NaN,NaN,NaN,1444290.2805,1444290.6299,1,1,0.0006,NaN,6,01,NaN,0.406,4.0,6_4.0
06sl04,3,14,1,1,1,orientation,-1,NaN,6.0701,-2.241,14.4273,1444292.2731,1444292.5751,1,0,0.6685,NaN,6,01,-6.0701,NaN,4.0,6_4.0
06sl04,3,14,1,1,2,motion,-1,0.7928,NaN,NaN,NaN,1444293.7538,1444294.1024,1,0,0.0006,NaN,6,01,NaN,-0.7928,4.0,6_4.0
06sl04,3,15,1,1,1,orientation,1,NaN,21.2762,21.9458,13.8556,1444295.5093,1444295.8114,1,1,0.1843,NaN,6,01,21.2762,NaN,4.0,6_4.0
06sl04,3,15,1,1,2,motion,1,0.7566,NaN,NaN,NaN,1444296.5371,1444296.8852,1,1,0.0006,NaN,6,01,NaN,0.7566,4.0,6_4.0
06sl04,3,16,1,1,1,orientation,1,NaN,8.9724,8.8014,13.7873,1444298.5129,1444298.8161,1,1,0.2193,NaN,6,01,8.9724,NaN,4.0,6_4.0
06sl04,3,16,1,1,2,motion,1,0.5113,NaN,NaN,NaN,1444299.5764,1444299.9294,1,1,0.0006,NaN,6,01,NaN,0.5113,4.0,6_4.0
06sl04,3,17,1,1,1,orientation,1,NaN,17.2503,16.7509,14.4248,1444301.7229,1444302.025,1,1,0.1307,NaN,6,01,17.2503,NaN,4.0,6_4.0
06sl04,3,17,1,1,2,motion,1,0.2865,NaN,NaN,NaN,1444302.6805,1444303.0326,1,1,2.115,NaN,6,01,NaN,0.2865,4.0,6_4.0
06sl04,3,18,1,1,1,orientation,-1,NaN,12.6446,-14.4555,14.3358,1444307.0999,1444307.4019,0,1,0.1778,NaN,6,01,-12.6446,NaN,4.0,6_4.0
06sl04,3,18,1,1,2,motion,1,0.8953,NaN,NaN,NaN,1444308.1204,1444308.4679,1,1,0.0878,NaN,6,01,NaN,0.8953,4.0,6_4.0
06sl04,3,19,1,1,1,orientation,1,NaN,3.644,4.2694,14.3047,1444310.2569,1444310.5589,1,1,0.1409,NaN,6,01,3.644,NaN,4.0,6_4.0
06sl04,3,19,1,1,2,motion,1,0.3291,NaN,NaN,NaN,1444311.2565,1444311.6035,1,1,0.0005,NaN,6,01,NaN,0.3291,4.0,6_4.0
06sl04,3,20,1,1,1,orientation,-1,NaN,6.3405,-6.182,14.0834,1444313.0451,1444313.3482,1,0,0.4875,NaN,6,01,-6.3405,NaN,4.0,6_4.0
06sl04,3,20,1,1,2,motion,-1,0.3433,NaN,NaN,NaN,1444314.3925,1444314.8072,1,0,0.0006,NaN,6,01,NaN,-0.3433,4.0,6_4.0
06sl04,3,21,1,1,1,orientation,1,NaN,30.343,30.2298,14.4232,1444316.6748,1444316.9788,1,1,0.153,NaN,6,01,30.343,NaN,4.0,6_4.0
06sl04,3,21,1,1,2,motion,1,0.754,NaN,NaN,NaN,1444317.6912,1444318.0951,1,1,0.0006,NaN,6,01,NaN,0.754,4.0,6_4.0
06sl04,3,22,1,1,1,orientation,-1,NaN,18.3816,-17.671,15.7755,1444320.104,1444320.406,0,1,0.1978,NaN,6,01,-18.3816,NaN,4.0,6_4.0
06sl04,3,22,1,1,2,motion,1,0.7,NaN,NaN,NaN,1444321.1123,1444321.465,1,1,0.0026,NaN,6,01,NaN,0.7,4.0,6_4.0
06sl04,3,23,1,1,1,orientation,-1,NaN,8.1311,-6.0021,16.4817,1444323.2452,1444323.5482,0,1,0.2552,NaN,6,01,-8.1311,NaN,4.0,6_4.0
06sl04,3,23,1,1,2,motion,1,0.0924,NaN,NaN,NaN,1444324.3285,1444324.6781,1,1,0.0006,NaN,6,01,NaN,0.0924,4.0,6_4.0
06sl04,3,24,1,1,1,orientation,-1,NaN,3.8902,-6.1736,16.0984,1444325.866,1444326.168,0,1,0.3076,NaN,6,01,-3.8902,NaN,4.0,6_4.0
06sl04,3,24,1,1,2,motion,1,0.2101,NaN,NaN,NaN,1444327.0175,1444327.3668,1,1,1.8769,NaN,6,01,NaN,0.2101,4.0,6_4.0
06sl04,3,25,1,1,1,orientation,-1,NaN,23.1784,-21.8491,15.9444,1444330.82,1444331.122,0,1,0.1054,NaN,6,01,-23.1784,NaN,4.0,6_4.0
06sl04,3,25,1,1,2,motion,1,0.3604,NaN,NaN,NaN,1444331.7524,1444332.1001,1,1,0.1513,NaN,6,01,NaN,0.3604,4.0,6_4.0
06sl04,3,26,1,1,1,orientation,1,NaN,25.6904,25.4304,15.169,1444333.5945,1444333.8976,1,1,0.2101,NaN,6,01,25.6904,NaN,4.0,6_4.0
06sl04,3,26,1,1,2,motion,1,0.3272,NaN,NaN,NaN,1444334.6643,1444335.0142,1,1,0.2295,NaN,6,01,NaN,0.3272,4.0,6_4.0
06sl04,3,27,1,1,1,orientation,-1,NaN,19.4116,-20.7401,14.4026,1444336.8363,1444337.1382,0,1,0.1055,NaN,6,01,-19.4116,NaN,4.0,6_4.0
06sl04,3,27,1,1,2,motion,1,0.2123,NaN,NaN,NaN,1444337.7683,1444338.1164,1,1,0.279,NaN,6,01,NaN,0.2123,4.0,6_4.0
06sl04,3,28,1,1,1,orientation,1,NaN,2.1399,1.8974,14.8828,1444340.0978,1444340.3998,1,1,1.7079,NaN,6,01,2.1399,NaN,4.0,6_4.0
06sl04,3,28,1,1,2,motion,1,0.613,NaN,NaN,NaN,1444342.7124,1444343.0605,1,1,0.0228,NaN,6,01,NaN,0.613,4.0,6_4.0
06sl04,3,29,1,1,1,orientation,1,NaN,0.9771,1.1343,14.1867,1444345.1444,1444345.4471,1,1,1.3804,NaN,6,01,0.9771,NaN,4.0,6_4.0
06sl04,3,29,1,1,2,motion,1,0.7936,NaN,NaN,NaN,1444347.4178,1444347.766,1,1,0.0006,NaN,6,01,NaN,0.7936,4.0,6_4.0
06sl04,3,30,1,1,1,orientation,-1,NaN,27.2788,-26.05,13.5133,1444349.1922,1444349.4945,0,1,0.1172,NaN,6,01,-27.2788,NaN,4.0,6_4.0
06sl04,3,30,1,1,2,motion,1,0.9804,NaN,NaN,NaN,1444350.1525,1444350.4995,1,1,0.1519,NaN,6,01,NaN,0.9804,4.0,6_4.0
06sl04,3,31,1,1,1,orientation,-1,NaN,18.5059,-15.8594,16.6431,1444352.1644,1444352.4665,0,1,0.1052,NaN,6,01,-18.5059,NaN,4.0,6_4.0
06sl04,3,31,1,1,2,motion,1,0.1224,NaN,NaN,NaN,1444353.1124,1444353.4601,1,1,0.0007,NaN,6,01,NaN,0.1224,4.0,6_4.0
06sl04,3,32,1,1,1,orientation,1,NaN,16.8558,17.6703,15.6702,1444354.7635,1444355.0654,1,1,0.2902,NaN,6,01,16.8558,NaN,4.0,6_4.0
06sl04,3,32,1,1,2,motion,1,0.3177,NaN,NaN,NaN,1444355.9125,1444356.2599,1,1,0.0079,NaN,6,01,NaN,0.3177,4.0,6_4.0
06sl04,3,33,1,1,1,orientation,1,NaN,3.6474,2.8674,15.0688,1444357.9685,1444358.2704,0,0,1.2453,NaN,6,01,3.6474,NaN,4.0,6_4.0
06sl04,3,33,1,1,2,motion,-1,0.8418,NaN,NaN,NaN,1444360.075,1444360.451,1,0,0.0005,NaN,6,01,NaN,-0.8418,4.0,6_4.0
06sl04,3,34,1,1,1,orientation,1,NaN,19.1825,19.2367,15.4749,1444361.6302,1444361.9322,1,1,0.1592,NaN,6,01,19.1825,NaN,4.0,6_4.0
06sl04,3,34,1,1,2,motion,1,0.6768,NaN,NaN,NaN,1444362.6497,1444362.9986,1,1,0.0006,NaN,6,01,NaN,0.6768,4.0,6_4.0
06sl04,3,35,1,1,1,orientation,-1,NaN,11.4386,-11.3123,15.7462,1444365.0479,1444365.3499,0,1,0.1974,NaN,6,01,-11.4386,NaN,4.0,6_4.0
06sl04,3,35,1,1,2,motion,1,0.2954,NaN,NaN,NaN,1444366.1203,1444366.4674,1,1,0.0005,NaN,6,01,NaN,0.2954,4.0,6_4.0
06sl04,3,36,1,1,1,orientation,-1,NaN,17.0372,-20.2194,15.0524,1444367.8485,1444368.1505,0,1,0.1488,NaN,6,01,-17.0372,NaN,4.0,6_4.0
06sl04,3,36,1,1,2,motion,1,0.6032,NaN,NaN,NaN,1444368.8243,1444369.1759,1,1,0.1155,NaN,6,01,NaN,0.6032,4.0,6_4.0
06sl04,3,37,1,1,1,orientation,-1,NaN,20.768,-19.5063,15.131,1444370.8521,1444371.1542,0,1,0.1372,NaN,6,01,-20.768,NaN,4.0,6_4.0
06sl04,3,37,1,1,2,motion,1,0.183,NaN,NaN,NaN,1444371.8332,1444372.1813,1,1,0.3424,NaN,6,01,NaN,0.183,4.0,6_4.0
06sl04,3,38,1,1,1,orientation,1,NaN,8.4671,8.102,15.535,1444373.7085,1444374.0118,1,1,0.1919,NaN,6,01,8.4671,NaN,4.0,6_4.0
06sl04,3,38,1,1,2,motion,1,0.2887,NaN,NaN,NaN,1444374.7442,1444375.0922,1,1,0.0394,NaN,6,01,NaN,0.2887,4.0,6_4.0
06sl04,3,39,1,1,1,orientation,1,NaN,33.7489,34.1318,15.1156,1444376.8173,1444377.1194,1,1,0.1083,NaN,6,01,33.7489,NaN,4.0,6_4.0
06sl04,3,39,1,1,2,motion,1,0.5388,NaN,NaN,NaN,1444377.8163,1444378.1644,1,1,0.119,NaN,6,01,NaN,0.5388,4.0,6_4.0
06sl04,3,40,1,1,1,orientation,-1,NaN,5.0231,-4.4762,13.3344,1444379.5953,1444379.8974,1,0,0.6904,NaN,6,01,-5.0231,NaN,4.0,6_4.0
06sl04,3,40,1,1,2,motion,-1,0.5705,NaN,NaN,NaN,1444381.1925,1444381.5419,1,0,0.1497,NaN,6,01,NaN,-0.5705,4.0,6_4.0
06sl04,3,41,1,1,1,orientation,-1,NaN,31.5801,-32.1482,16.2078,1444383.5287,1444383.8307,0,1,0.3571,NaN,6,01,-31.5801,NaN,4.0,6_4.0
06sl04,3,41,1,1,2,motion,1,0.1593,NaN,NaN,NaN,1444384.7282,1444385.0784,1,1,0.0849,NaN,6,01,NaN,0.1593,4.0,6_4.0
06sl04,3,42,1,1,1,orientation,-1,NaN,3.7057,-4.932,14.1617,1444387.2084,1444387.5116,0,1,0.4521,NaN,6,01,-3.7057,NaN,4.0,6_4.0
06sl04,3,42,1,1,2,motion,1,0.9284,NaN,NaN,NaN,1444388.5044,1444388.8582,1,1,0.1615,NaN,6,01,NaN,0.9284,4.0,6_4.0
06sl04,3,43,1,1,1,orientation,-1,NaN,4.6362,-4.7485,16.6692,1444390.2203,1444390.5223,0,1,0.689,NaN,6,01,-4.6362,NaN,4.0,6_4.0
06sl04,3,43,1,1,2,motion,1,0.3424,NaN,NaN,NaN,1444391.7364,1444392.0828,1,1,0.0006,NaN,6,01,NaN,0.3424,4.0,6_4.0
06sl04,3,44,1,1,1,orientation,1,NaN,6.8937,6.0783,15.2051,1444393.5561,1444393.8581,1,1,0.3613,NaN,6,01,6.8937,NaN,4.0,6_4.0
06sl04,3,44,1,1,2,motion,1,0.3385,NaN,NaN,NaN,1444394.7443,1444395.0945,1,1,0.0051,NaN,6,01,NaN,0.3385,4.0,6_4.0
06sl04,3,45,1,1,1,orientation,-1,NaN,25.4721,-22.9909,15.5432,1444396.769,1444397.0711,0,1,0.1246,NaN,6,01,-25.4721,NaN,4.0,6_4.0
06sl04,3,45,1,1,2,motion,1,0.0613,NaN,NaN,NaN,1444397.7362,1444398.0823,1,1,0.3133,NaN,6,01,NaN,0.0613,4.0,6_4.0
06sl04,3,46,1,1,1,orientation,-1,NaN,24.5639,-25.1516,14.6417,1444399.9411,1444400.2443,0,1,0.1194,NaN,6,01,-24.5639,NaN,4.0,6_4.0
06sl04,3,46,1,1,2,motion,1,0.5558,NaN,NaN,NaN,1444400.8884,1444401.2409,1,1,0.2744,NaN,6,01,NaN,0.5558,4.0,6_4.0
06sl04,3,47,1,1,1,orientation,-1,NaN,10.8427,-10.9315,14.8852,1444402.9189,1444403.2208,0,1,0.1665,NaN,6,01,-10.8427,NaN,4.0,6_4.0
06sl04,3,47,1,1,2,motion,1,0.8579,NaN,NaN,NaN,1444403.9444,1444404.3526,1,1,0.0428,NaN,6,01,NaN,0.8579,4.0,6_4.0
06sl04,3,48,1,1,1,orientation,-1,NaN,1.7821,-0.4399,15.5091,1444405.9552,1444406.2572,0,1,0.1546,NaN,6,01,-1.7821,NaN,4.0,6_4.0
06sl04,3,48,1,1,2,motion,1,0.59,NaN,NaN,NaN,1444406.9204,1444407.2739,1,1,0.1294,NaN,6,01,NaN,0.59,4.0,6_4.0
06sl04,3,49,1,1,1,orientation,-1,NaN,15.9187,-17.6796,15.3522,1444409.0888,1444409.3908,0,1,0.1249,NaN,6,01,-15.9187,NaN,4.0,6_4.0
06sl04,3,49,1,1,2,motion,1,0.7091,NaN,NaN,NaN,1444410.0403,1444410.3904,1,1,0.1652,NaN,6,01,NaN,0.7091,4.0,6_4.0
06sl04,3,50,1,1,1,orientation,1,NaN,9.5771,7.9106,14.7761,1444412.2257,1444412.5277,1,1,0.1397,NaN,6,01,9.5771,NaN,4.0,6_4.0
06sl04,3,50,1,1,2,motion,1,0.4812,NaN,NaN,NaN,1444413.1924,1444413.5403,1,1,0.3114,NaN,6,01,NaN,0.4812,4.0,6_4.0
06sl04,4,1,1,1,1,orientation,1,NaN,19.4291,19.5333,15.9095,1444416.3981,1444416.7002,1,1,0.1915,NaN,6,01,19.4291,NaN,4.0,6_4.0
06sl04,4,1,1,1,2,motion,1,0.0634,NaN,NaN,NaN,1444417.4325,1444417.7794,1,1,0.0882,NaN,6,01,NaN,0.0634,4.0,6_4.0
06sl04,4,2,1,1,1,orientation,1,NaN,8.8499,9.7679,13.3062,1444419.537,1444419.839,1,1,0.1567,NaN,6,01,8.8499,NaN,4.0,6_4.0
06sl04,4,2,1,1,2,motion,1,0.2651,NaN,NaN,NaN,1444420.5203,1444420.8674,1,1,0.0882,NaN,6,01,NaN,0.2651,4.0,6_4.0
06sl04,4,3,1,1,1,orientation,-1,NaN,5.0529,-3.085,13.7129,1444422.3748,1444422.6769,0,1,0.1668,NaN,6,01,-5.0529,NaN,4.0,6_4.0
06sl04,4,3,1,1,2,motion,1,0.3743,NaN,NaN,NaN,1444423.3683,1444423.7143,1,1,0.1374,NaN,6,01,NaN,0.3743,4.0,6_4.0
06sl04,4,4,1,1,1,orientation,1,NaN,23.639,22.0328,14.8436,1444425.5981,1444425.9002,1,1,0.0954,NaN,6,01,23.639,NaN,4.0,6_4.0
06sl04,4,4,1,1,2,motion,1,0.26,NaN,NaN,NaN,1444426.5363,1444426.8896,1,1,0.0006,NaN,6,01,NaN,0.26,4.0,6_4.0
06sl04,4,5,1,1,1,orientation,1,NaN,4.0682,2.4031,15.1498,1444428.4038,1444428.7057,1,1,0.1538,NaN,6,01,4.0682,NaN,4.0,6_4.0
06sl04,4,5,1,1,2,motion,1,0.0495,NaN,NaN,NaN,1444429.4004,1444429.7474,1,1,0.0006,NaN,6,01,NaN,0.0495,4.0,6_4.0
06sl04,4,6,1,1,1,orientation,1,NaN,1.084,1.9604,15.3624,1444431.2361,1444431.5381,1,1,0.0732,NaN,6,01,1.084,NaN,4.0,6_4.0
06sl04,4,6,1,1,2,motion,1,0.1014,NaN,NaN,NaN,1444432.1364,1444432.4893,1,1,0.0503,NaN,6,01,NaN,0.1014,4.0,6_4.0
06sl04,4,7,1,1,1,orientation,-1,NaN,6.5363,-5.2287,14.2857,1444433.9765,1444434.2785,0,1,0.1168,NaN,6,01,-6.5363,NaN,4.0,6_4.0
06sl04,4,7,1,1,2,motion,1,0.279,NaN,NaN,NaN,1444434.8884,1444435.2392,1,1,0.0365,NaN,6,01,NaN,0.279,4.0,6_4.0
06sl04,4,8,1,1,1,orientation,-1,NaN,3.3649,-3.7348,13.5771,1444436.9123,1444437.2143,0,1,0.0933,NaN,6,01,-3.3649,NaN,4.0,6_4.0
06sl04,4,8,1,1,2,motion,1,0.9981,NaN,NaN,NaN,1444437.8003,1444438.147,1,1,0.0563,NaN,6,01,NaN,0.9981,4.0,6_4.0
06sl04,4,9,1,1,1,orientation,1,NaN,17.5184,18.9103,15.0947,1444439.5762,1444439.8781,1,1,0.1496,NaN,6,01,17.5184,NaN,4.0,6_4.0
06sl04,4,9,1,1,2,motion,1,0.8043,NaN,NaN,NaN,1444440.5362,1444440.8889,1,1,0.1308,NaN,6,01,NaN,0.8043,4.0,6_4.0
06sl04,4,10,1,1,1,orientation,-1,NaN,23.182,-22.0725,14.5909,1444443.1424,1444443.4445,0,1,0.1351,NaN,6,01,-23.182,NaN,4.0,6_4.0
06sl04,4,10,1,1,2,motion,1,0.9528,NaN,NaN,NaN,1444444.0884,1444444.4387,1,1,0.0366,NaN,6,01,NaN,0.9528,4.0,6_4.0
06sl04,4,11,1,1,1,orientation,1,NaN,9.4076,9.7942,13.8765,1444446.2385,1444446.5419,1,1,0.1258,NaN,6,01,9.4076,NaN,4.0,6_4.0
06sl04,4,11,1,1,2,motion,1,0.7752,NaN,NaN,NaN,1444447.1768,1444447.5385,1,1,0.0006,NaN,6,01,NaN,0.7752,4.0,6_4.0
06sl04,4,12,1,1,1,orientation,-1,NaN,31.9347,-33.5884,14.9962,1444449.029,1444449.3309,0,1,0.2007,NaN,6,01,-31.9347,NaN,4.0,6_4.0
06sl04,4,12,1,1,2,motion,1,0.8595,NaN,NaN,NaN,1444450.0403,1444450.4553,1,1,0.1003,NaN,6,01,NaN,0.8595,4.0,6_4.0
06sl04,4,13,1,1,1,orientation,-1,NaN,21.5155,-21.498,14.7597,1444451.9514,1444452.2554,0,1,0.2199,NaN,6,01,-21.5155,NaN,4.0,6_4.0
06sl04,4,13,1,1,2,motion,1,0.8194,NaN,NaN,NaN,1444452.9872,1444453.4011,1,1,0.0006,NaN,6,01,NaN,0.8194,4.0,6_4.0
06sl04,4,14,1,1,1,orientation,1,NaN,28.9232,28.9183,15.1052,1444454.9115,1444455.2161,1,1,0.1392,NaN,6,01,28.9232,NaN,4.0,6_4.0
06sl04,4,14,1,1,2,motion,1,0.017,NaN,NaN,NaN,1444455.8837,1444456.2961,1,1,0.2914,NaN,6,01,NaN,0.017,4.0,6_4.0
06sl04,4,15,1,1,1,orientation,-1,NaN,2.3532,-0.8511,15.8292,1444458.4268,1444458.7287,1,0,0.1146,NaN,6,01,-2.3532,NaN,4.0,6_4.0
06sl04,4,15,1,1,2,motion,-1,0.9848,NaN,NaN,NaN,1444459.3843,1444459.7379,1,0,0.0006,NaN,6,01,NaN,-0.9848,4.0,6_4.0
06sl04,4,16,1,1,1,orientation,-1,NaN,10.0699,-8.9284,14.7386,1444461.1422,1444461.4441,0,1,0.1994,NaN,6,01,-10.0699,NaN,4.0,6_4.0
06sl04,4,16,1,1,2,motion,1,0.1328,NaN,NaN,NaN,1444462.1682,1444462.5211,1,1,0.0006,NaN,6,01,NaN,0.1328,4.0,6_4.0
06sl04,4,17,1,1,1,orientation,-1,NaN,26.4769,-25.2599,14.0456,1444464.5211,1444464.8243,0,1,0.0674,NaN,6,01,-26.4769,NaN,4.0,6_4.0
06sl04,4,17,1,1,2,motion,1,0.679,NaN,NaN,NaN,1444465.4002,1444465.7543,1,1,0.113,NaN,6,01,NaN,0.679,4.0,6_4.0
06sl04,4,18,1,1,1,orientation,1,NaN,6.9427,6.3397,13.881,1444467.537,1444467.8402,1,1,0.1713,NaN,6,01,6.9427,NaN,4.0,6_4.0
06sl04,4,18,1,1,2,motion,1,0.9303,NaN,NaN,NaN,1444468.5523,1444468.9042,1,1,0.0191,NaN,6,01,NaN,0.9303,4.0,6_4.0
06sl04,4,19,1,1,1,orientation,-1,NaN,17.1996,-18.6058,16.0531,1444470.0619,1444470.3639,0,1,0.0957,NaN,6,01,-17.1996,NaN,4.0,6_4.0
06sl04,4,19,1,1,2,motion,1,0.4204,NaN,NaN,NaN,1444470.9683,1444471.3207,1,1,0.163,NaN,6,01,NaN,0.4204,4.0,6_4.0
06sl04,4,20,1,1,1,orientation,-1,NaN,10.091,-9.5447,17.0549,1444473.371,1444473.6739,0,1,0.1618,NaN,6,01,-10.091,NaN,4.0,6_4.0
06sl04,4,20,1,1,2,motion,1,0.297,NaN,NaN,NaN,1444474.3447,1444474.6928,1,1,0.0068,NaN,6,01,NaN,0.297,4.0,6_4.0
06sl04,4,21,1,1,1,orientation,-1,NaN,16.8486,-16.3007,15.4186,1444476.4778,1444476.7799,0,1,0.1278,NaN,6,01,-16.8486,NaN,4.0,6_4.0
06sl04,4,21,1,1,2,motion,1,0.9382,NaN,NaN,NaN,1444477.4163,1444477.7703,1,1,0.1613,NaN,6,01,NaN,0.9382,4.0,6_4.0
06sl04,4,22,1,1,1,orientation,1,NaN,3.9832,3.8352,16.4668,1444479.6938,1444479.9958,1,1,0.1437,NaN,6,01,3.9832,NaN,4.0,6_4.0
06sl04,4,22,1,1,2,motion,1,0.0869,NaN,NaN,NaN,1444480.6804,1444481.0262,1,1,0.0574,NaN,6,01,NaN,0.0869,4.0,6_4.0
06sl04,4,23,1,1,1,orientation,-1,NaN,5.4651,-5.9066,15.1116,1444483.1283,1444483.4303,0,1,0.1333,NaN,6,01,-5.4651,NaN,4.0,6_4.0
06sl04,4,23,1,1,2,motion,1,0.8293,NaN,NaN,NaN,1444484.0564,1444484.4066,1,1,0.2129,NaN,6,01,NaN,0.8293,4.0,6_4.0
06sl04,4,24,1,1,1,orientation,1,NaN,2.7592,4.0694,14.7356,1444486.4918,1444486.7937,1,1,0.1138,NaN,6,01,2.7592,NaN,4.0,6_4.0
06sl04,4,24,1,1,2,motion,1,0.1509,NaN,NaN,NaN,1444487.4323,1444487.7866,1,1,0.0167,NaN,6,01,NaN,0.1509,4.0,6_4.0
06sl04,4,25,1,1,1,orientation,-1,NaN,4.1447,-2.1637,14.5681,1444489.2074,1444489.5093,1,0,0.5503,NaN,6,01,-4.1447,NaN,4.0,6_4.0
06sl04,4,25,1,1,2,motion,-1,0.9667,NaN,NaN,NaN,1444490.5682,1444490.9196,1,0,0.0356,NaN,6,01,NaN,-0.9667,4.0,6_4.0
06sl04,4,26,1,1,1,orientation,-1,NaN,10.48,-10.1454,14.2971,1444492.6571,1444492.9591,0,1,0.2045,NaN,6,01,-10.48,NaN,4.0,6_4.0
06sl04,4,26,1,1,2,motion,1,0.5196,NaN,NaN,NaN,1444493.6881,1444494.0361,1,1,0.0231,NaN,6,01,NaN,0.5196,4.0,6_4.0
06sl04,4,27,1,1,1,orientation,1,NaN,19.0997,19.2913,16.0641,1444495.4469,1444495.7489,1,1,0.1984,NaN,6,01,19.0997,NaN,4.0,6_4.0
06sl04,4,27,1,1,2,motion,1,0.2373,NaN,NaN,NaN,1444496.4724,1444496.8227,1,1,0.1808,NaN,6,01,NaN,0.2373,4.0,6_4.0
06sl04,4,28,1,1,1,orientation,-1,NaN,7.173,-5.2125,16.3602,1444498.6096,1444498.9115,0,1,0.1077,NaN,6,01,-7.173,NaN,4.0,6_4.0
06sl04,4,28,1,1,2,motion,1,0.2069,NaN,NaN,NaN,1444499.5443,1444499.9656,1,1,0.0006,NaN,6,01,NaN,0.2069,4.0,6_4.0
06sl04,4,29,1,1,1,orientation,-1,NaN,32.3349,-32.8514,13.1331,1444501.3128,1444501.617,0,1,0.0582,NaN,6,01,-32.3349,NaN,4.0,6_4.0
06sl04,4,29,1,1,2,motion,1,0.7226,NaN,NaN,NaN,1444502.1872,1444502.5981,1,1,0.0215,NaN,6,01,NaN,0.7226,4.0,6_4.0
06sl04,4,30,1,1,1,orientation,1,NaN,21.8525,21.1127,15.4801,1444504.5327,1444504.8383,1,1,0.149,NaN,6,01,21.8525,NaN,4.0,6_4.0
06sl04,4,30,1,1,2,motion,1,0.5513,NaN,NaN,NaN,1444505.5314,1444505.9479,1,1,0.0005,NaN,6,01,NaN,0.5513,4.0,6_4.0
06sl04,4,31,1,1,1,orientation,-1,NaN,20.9423,-21.7355,14.2954,1444507.548,1444507.8522,0,1,0.127,NaN,6,01,-20.9423,NaN,4.0,6_4.0
06sl04,4,31,1,1,2,motion,1,0.7658,NaN,NaN,NaN,1444508.4939,1444508.8766,1,1,0.0627,NaN,6,01,NaN,0.7658,4.0,6_4.0
06sl04,4,32,1,1,1,orientation,1,NaN,34.8661,34.3638,14.9396,1444510.4523,1444510.7553,1,1,0.1519,NaN,6,01,34.8661,NaN,4.0,6_4.0
06sl04,4,32,1,1,2,motion,1,0.5528,NaN,NaN,NaN,1444511.4323,1444511.7852,1,1,0.1304,NaN,6,01,NaN,0.5528,4.0,6_4.0
06sl04,4,33,1,1,1,orientation,-1,NaN,30.4556,-30.527,15.5478,1444513.4113,1444513.7133,0,1,0.1062,NaN,6,01,-30.4556,NaN,4.0,6_4.0
