subject,task,id_sess,file,condition,n_trials
sub26,task2,26pz03,clean_epochs_task2_ICA_sub26_pzq1_sess3-epo.fif,error_left,6
sub26,task2,26pz03,clean_epochs_task2_ICA_sub26_pzq1_sess3-epo.fif,error_right,17
sub26,task2,26pz04,clean_epochs_task2_ICA_sub26_pzq1_sess4-epo.fif,correct,288
sub26,task2,26pz04,clean_epochs_task2_ICA_sub26_pzq1_sess4-epo.fif,error,12
sub26,task2,26pz04,clean_epochs_task2_ICA_sub26_pzq1_sess4-epo.fif,left,25
sub26,task2,26pz04,clean_epochs_task2_ICA_sub26_pzq1_sess4-epo.fif,right,275
sub26,task2,26pz04,clean_epochs_task2_ICA_sub26_pzq1_sess4-epo.fif,correct_left,25
sub26,task2,26pz04,clean_epochs_task2_ICA_sub26_pzq1_sess4-epo.fif,correct_right,263
sub26,task2,26pz04,clean_epochs_task2_ICA_sub26_pzq1_sess4-epo.fif,error_left,0
sub26,task2,26pz04,clean_epochs_task2_ICA_sub26_pzq1_sess4-epo.fif,error_right,12
sub27,task2,27ly03,clean_epochs_task2_ICA_sub27_lyj1_sess3-epo.fif,correct,257
sub27,task2,27ly03,clean_epochs_task2_ICA_sub27_lyj1_sess3-epo.fif,error,43
sub27,task2,27ly03,clean_epochs_task2_ICA_sub27_lyj1_sess3-epo.fif,left,49
sub27,task2,27ly03,clean_epochs_task2_ICA_sub27_lyj1_sess3-epo.fif,right,251
sub27,task2,27ly03,clean_epochs_task2_ICA_sub27_lyj1_sess3-epo.fif,correct_left,24
sub27,task2,27ly03,clean_epochs_task2_ICA_sub27_lyj1_sess3-epo.fif,correct_right,233
sub27,task2,27ly03,clean_epochs_task2_ICA_sub27_lyj1_sess3-epo.fif,error_left,25
sub27,task2,27ly03,clean_epochs_task2_ICA_sub27_lyj1_sess3-epo.fif,error_right,18
sub27,task2,27ly04,clean_epochs_task2_ICA_sub27_lyj1_sess4-epo.fif,correct,267
sub27,task2,27ly04,clean_epochs_task2_ICA_sub27_lyj1_sess4-epo.fif,error,33
sub27,task2,27ly04,clean_epochs_task2_ICA_sub27_lyj1_sess4-epo.fif,left,94
sub27,task2,27ly04,clean_epochs_task2_ICA_sub27_lyj1_sess4-epo.fif,right,206
sub27,task2,27ly04,clean_epochs_task2_ICA_sub27_lyj1_sess4-epo.fif,correct_left,79
sub27,task2,27ly04,clean_epochs_task2_ICA_sub27_lyj1_sess4-epo.fif,correct_right,188
sub27,task2,27ly04,clean_epochs_task2_ICA_sub27_lyj1_sess4-epo.fif,error_left,15
sub27,task2,27ly04,clean_epochs_task2_ICA_sub27_lyj1_sess4-epo.fif,error_right,18
sub28,task2,28hb03,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,correct,132
sub28,task2,28hb03,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,error,18
sub28,task2,28hb03,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,left,28
sub28,task2,28hb03,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,right,122
sub28,task2,28hb03,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,correct_left,17
sub28,task2,28hb03,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,correct_right,115
sub28,task2,28hb03,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,error_left,11
sub28,task2,28hb03,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,error_right,7
sub28,task2,28hb04,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct,125
sub28,task2,28hb04,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,error,25
sub28,task2,28hb04,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,left,25
sub28,task2,28hb04,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,right,125
sub28,task2,28hb04,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct_left,21
sub28,task2,28hb04,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct_right,104
sub28,task2,28hb04,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,error_left,4
sub28,task2,28hb04,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,error_right,21
