time,auc_mean,auc_sem,null_mean,null_std,z_value_vs_null,p_value_uncorrected,significant_uncorrected_p_lt_threshold,significant_after_min_duration_filter
-0.5,0.5624895104895107,0.012184482530314723,0.5000906293706293,0.027466775565695507,2.2717949170857223,0.0196078431372549,1,1
-0.49,0.5583776223776222,0.008147797164776921,0.4941773426573428,0.030187699115154305,2.126703313007738,0.0392156862745098,1,1
-0.48,0.5510769230769231,0.019513057621460515,0.49209006993007004,0.031246952121354737,1.8877634182612133,0.0784313725490196,0,0
-0.47,0.569902097902098,0.009820904263969208,0.49349594405594405,0.03421647075855118,2.2330226394567294,0.0392156862745098,1,1
-0.46,0.5660979020979021,0.019976537114575362,0.4924229370629371,0.031319977101010456,2.352331382534379,0.0196078431372549,1,1
-0.45,0.5714125874125874,0.01853869117872494,0.49770853146853156,0.03680167205962476,2.002736610028021,0.0392156862745098,1,1
-0.44,0.5376223776223776,0.012022332932999058,0.49977902097902105,0.03321147375561601,1.1394663459328518,0.11764705882352941,0,0
-0.43,0.5431328671328671,0.01140269922193973,0.5019390209790209,0.03160280248795494,1.3034871249012434,0.17647058823529413,0,0
-0.42,0.5278041958041959,0.018829210640289102,0.4985090909090909,0.03385614438674339,0.8652817804786923,0.19607843137254902,0,0
-0.41000000000000003,0.5423776223776224,0.013361471279492049,0.5011306293706292,0.03336081979419902,1.236390270426312,0.1568627450980392,0,0
-0.4,0.5177062937062937,0.016058467079746067,0.500293146853147,0.03405267588055326,0.511359134131689,0.3333333333333333,0,0
-0.39,0.5344335664335664,0.015777380968983266,0.4987116083916083,0.03265624311309039,1.0938783716868785,0.11764705882352941,0,0
-0.38,0.5206433566433567,0.013786552831079418,0.4974265734265735,0.02889666352120125,0.803441656845582,0.2549019607843137,0,0
-0.37,0.5306293706293707,0.010593322097323101,0.4985678321678322,0.02814609292075981,1.139111511917547,0.11764705882352941,0,0
-0.36,0.5204195804195804,0.012815154633641078,0.5014002797202797,0.032390584188647986,0.5871860966918415,0.23529411764705882,0,0
-0.35,0.5213426573426573,0.01726562836797676,0.5062271328671328,0.029649279482856252,0.5098108533890179,0.4117647058823529,0,0
-0.33999999999999997,0.4981538461538461,0.01677961370285307,0.4982847552447553,0.03520306224806483,-0.00371868475494281,0.5098039215686274,0,0
-0.32999999999999996,0.4628251748251748,0.018717595145388986,0.505415944055944,0.03586332703263983,-1.1875855575810526,0.8823529411764706,0,0
-0.32,0.45759440559440556,0.016376870573961786,0.5053163636363636,0.037532550615648426,-1.2714818806388637,0.9215686274509803,0,0
-0.31,0.4867132867132867,0.00823263032341039,0.5057745454545455,0.03653504306234623,-0.5217253667590098,0.7254901960784313,0,0
-0.3,0.514965034965035,0.0150262420260128,0.5074400000000001,0.03539949065563946,0.21257466776110423,0.4117647058823529,0,0
-0.29000000000000004,0.5387132867132868,0.012879386753154996,0.5023686713286714,0.03016557846072466,1.2048373424012344,0.19607843137254902,0,0
-0.28,0.4685314685314685,0.010287640522193083,0.5074528671328671,0.03579405636364231,-1.0873704339621277,0.8823529411764706,0,0
-0.27,0.5127552447552448,0.013651855802369554,0.5107334265734265,0.038316606536132274,0.052766107559963256,0.5294117647058824,0,0
-0.26,0.5253146853146854,0.019278119287271644,0.5038813986013985,0.035829342425182466,0.5982048584353212,0.29411764705882354,0,0
-0.25,0.5244755244755245,0.013148770711053165,0.5084162237762238,0.032306261494051344,0.49709560799097036,0.39215686274509803,0,0
-0.24,0.5066293706293706,0.011519571077926422,0.5065969230769232,0.029270204390216426,0.001108552301681681,0.5098039215686274,0,0
-0.22999999999999998,0.49496503496503497,0.010096765589595942,0.50678993006993,0.032281018687779856,-0.36631108885579916,0.6862745098039216,0,0
-0.21999999999999997,0.543076923076923,0.009760438694951768,0.5052234965034964,0.03797290671898817,0.9968535422782946,0.17647058823529413,0,0
-0.21000000000000002,0.4789090909090909,0.016319224625790968,0.500862097902098,0.032361393900600215,-0.6783702537794564,0.7647058823529411,0,0
-0.2,0.48777622377622387,0.01747060604317383,0.5008296503496505,0.03167861982594715,-0.4120579319789351,0.6862745098039216,0,0
-0.19,0.5211748251748252,0.01665951824792167,0.5035283916083917,0.032551059058912986,0.5421154972099627,0.29411764705882354,0,0
