time,group_mean_auc,group_sem_auc,t_value_vs_0.5,p_value_uncorrected,significant_uncorrected_p_lt_threshold,significant_after_min_duration_filter
-0.24,0.5071568405269806,0.006917496242285809,1.034599843109669,0.316240983816533,0,0
-0.22999999999999998,0.500119109137293,0.006014304757884918,0.019804306912915508,0.9844443524974127,0,0
-0.21999999999999997,0.5012032009691273,0.008991651280228455,0.13381312638013287,0.8952190213755837,0,0
-0.21000000000000002,0.49335469774992063,0.008205692129766502,-0.8098405527515766,0.4299121525947245,0,0
-0.2,0.49606530395959253,0.006862087821944119,-0.5733963397881316,0.5743480387713642,0,0
-0.19,0.4962664871590722,0.008089116311792769,-0.46154767678206043,0.6506185820053132,0,0
-0.18,0.4958569160050619,0.008426059686904084,-0.49169886624199577,0.6296095212152677,0,0
-0.16999999999999998,0.5041178304739276,0.009422330013697845,0.4370288949698428,0.6679313777996225,0,0
-0.15999999999999998,0.5022261834167294,0.007544060667863079,0.2950908687959965,0.7717192014324585,0,0
-0.15000000000000002,0.49004973172196337,0.008229030919385823,-1.20916647118143,0.24416404871522865,0,0
-0.14,0.5014266729209567,0.008442554878539767,0.16898592209132557,0.8679256189190725,0,0
-0.13,0.5054196091727127,0.008651066828431652,0.6264671491036428,0.5398444885494509,0,0
-0.12,0.5132326237939513,0.009957495236950095,1.3289108836173888,0.202518612421362,0,0
-0.10999999999999999,0.5043492428446332,0.009695236462601446,0.4485958502827718,0.6597389870081866,0,0
-0.09999999999999998,0.5043538845227828,0.00754477575297535,0.5770727540929038,0.5719213285780923,0,0
-0.09000000000000002,0.5015684450250214,0.00965746278122644,0.16240756610218282,0.8730182957880108,0,0
-0.08000000000000002,0.4990218910893848,0.01071995915707816,-0.0912418504849809,0.9284329825162418,0,0
-0.07,0.5075427617064324,0.008586647006559879,0.878429228623237,0.3927116952054023,0,0
-0.06,0.505770994806368,0.007572362625048478,0.7621128427313075,0.45708096851110425,0,0
-0.04999999999999999,0.4941954265141333,0.009044171261576868,-0.6418026945737731,0.5300895651733535,0,0
-0.03999999999999998,0.5012698675078482,0.007650289907331379,0.16598946225962707,0.8702446171172593,0,0
-0.030000000000000027,0.5056042112874131,0.009819960968618282,0.570695882124428,0.5761339418286837,0,0
-0.020000000000000018,0.4897422744589516,0.010164516653787098,-1.009170026518339,0.3279120826040197,0,0
-0.010000000000000009,0.4904806592486883,0.008640478025624803,-1.1017145953129563,0.28688347744070464,0,0
0.0,0.5005246551198801,0.007409780065851749,0.07080576146895153,0.9444298189174567,0,0
0.010000000000000009,0.4933912090613068,0.00717353558634532,-0.9212738766185127,0.3705906674709859,0,0
0.020000000000000018,0.4926655095076121,0.00883949438530764,-0.8297409526701813,0.418893449120432,0,0
0.030000000000000027,0.4909224061619368,0.011973910744632148,-0.7581143731284844,0.4594042381858917,0,0
0.040000000000000036,0.4894625446038487,0.011786009373855908,-0.8940647391241533,0.3845390394578514,0,0
0.050000000000000044,0.4977715186599749,0.007649998380890002,-0.29130481198426894,0.7745608137806372,0,0
0.06000000000000005,0.5114732963190319,0.009535169996751691,1.2032608042583923,0.24637785342738058,0,0
0.06999999999999995,0.5008795787503943,0.010479592828794184,0.08393253104047907,0.9341512569315431,0,0
0.07999999999999996,0.500280662720345,0.011957735874132503,0.023471225932672993,0.981564623305056,0,0
0.08999999999999997,0.4957508456690087,0.009417046582513482,-0.45121942360161826,0.6578869773493008,0,0
0.09999999999999998,0.4996035410587414,0.008746016497079434,-0.04533023021292093,0.9644050381364381,0,0
0.10999999999999999,0.5118730562851593,0.009865791096754188,1.203457094187361,0.24630402509861407,0,0
0.12,0.5109584445756954,0.009581564806201192,1.1437009295812604,0.26957133717296505,0,0
0.13,0.5087554360146411,0.008339505683281984,1.0498746984719909,0.3093757210066553,0,0
0.14,0.5032421546376609,0.007280378468764286,0.4453277603040826,0.6620491679177919,0,0
0.15000000000000002,0.5063558280301701,0.006580428758794757,0.9658683747127448,0.34848333108905105,0,0
0.16000000000000003,0.5042887598153474,0.006194798153400944,0.6923163126780565,0.49866401573789754,0,0
0.17000000000000004,0.5013331796389827,0.008718852861436938,0.15290768867993018,0.8803828191517927,0,0
0.18000000000000005,0.501481820837858,0.009000589666176301,0.16463597306591699,0.8712925020349584,0,0
0.18999999999999995,0.5025448405621686,0.0071318098922841305,0.35682955667703475,0.7258818554244817,0,0
0.19999999999999996,0.48911734048333955,0.00875033777410655,-1.24368450654142,0.2315299144322175,0,0
0.20999999999999996,0.5098890504347476,0.009916720476621453,0.9972097588170356,0.33350600644081063,0,0
0.21999999999999997,0.5031614072156462,0.008155296409710749,0.3876508046821932,0.7033829050788799,0,0
0.22999999999999998,0.500223700978067,0.006115634474825447,0.036578539640957614,0.9712735418362861,0,0
0.24,0.48503869957101364,0.0072618328733722905,-2.060265044634461,0.056021978074225674,0,0
0.25,0.49736351473191,0.008575150660268387,-0.30745643692369823,0.762461826475001,0,0
0.26,0.4952006895144747,0.011044212201388532,-0.4345543528149428,0.6696896841458325,0,0
0.27,0.5033699569316292,0.008052250015339156,0.4185112142829168,0.6811370665951062,0,0
0.28,0.5056257274257077,0.009565036482378234,0.5881553547727703,0.5646384509346496,0,0
0.29000000000000004,0.5145800378677228,0.009566449416780774,1.5240803805586975,0.14700920614271915,0,0
