time,group_mean_auc,group_sem_auc,t_value_vs_0.5,p_value_uncorrected,significant_uncorrected_p_lt_threshold,significant_after_min_duration_filter
-0.04999999999999999,0.5103091764883918,0.008807945036851807,1.170440601668034,0.2589623009903554,0,0
-0.03999999999999998,0.5220629372107867,0.009302981029994975,2.37159864560087,0.030598131975278338,1,0
-0.02999999999999997,0.512905016625634,0.009401431395734208,1.3726650849666935,0.18879225309689437,0,0
-0.019999999999999962,0.5045441482797278,0.00896133923238912,0.5070836134964994,0.6190133185338539,0,0
-0.010000000000000009,0.49919873655072455,0.007140982282478369,-0.11220633486817137,0.9120554755679979,0,0
0.0,0.5121733068601856,0.006634358459781095,1.8348883217545122,0.08518327604934177,0,0
0.010000000000000009,0.5186306201456476,0.006849180332916976,2.7201240498968016,0.015134678016263652,1,0
0.020000000000000018,0.5079880918573333,0.009537848654968633,0.8375150567284358,0.4146388543039434,0,0
0.030000000000000027,0.5168420400501269,0.010512227460721868,1.602138092336367,0.12868108592222158,0,0
0.040000000000000036,0.5078793390769349,0.00866335731695598,0.9095018003601731,0.37658273043726664,0,0
0.04999999999999999,0.504393981609433,0.006438425052927129,0.6824621818709212,0.5047082206414362,0,0
0.06,0.49694058156395304,0.007592135090070695,-0.402972075674495,0.6923021341582581,0,0
0.07,0.4885930722475739,0.010879064255669355,-1.0485210386069408,0.3099797320707329,0,0
0.08000000000000002,0.4997125760387584,0.007927874336784444,-0.03625485836827412,0.9715276216822135,0,0
0.09000000000000002,0.5116488396272494,0.011435022434312995,1.0186984497988207,0.3235035382894911,0,0
0.10000000000000003,0.5048491037013308,0.010137327934192227,0.47834140641492817,0.6388778150841814,0,0
0.11000000000000004,0.5071700861737374,0.013193628688236616,0.5434506566135362,0.5943111184767697,0,0
0.12000000000000005,0.5080400943111725,0.011309863962716389,0.7108922209566005,0.48738563305622273,0,0
0.13000000000000006,0.5143902454725441,0.010816463287528055,1.3304021000225446,0.20203800069974537,0,0
0.14000000000000007,0.5153684305749987,0.00838766954704945,1.8322646700363738,0.08559066339362346,0,0
0.14999999999999997,0.5172343720164452,0.011607488748699182,1.4847631894863205,0.1570409309366828,0,0
0.15999999999999998,0.5133635840151638,0.011291304977566826,1.1835287455005514,0.2538864253727011,0,0
0.16999999999999998,0.5078035151090592,0.010412716484076977,0.7494216442935181,0.46448000124189504,0,0
0.18,0.5064902804998891,0.008566119289728934,0.7576687039218745,0.45966363805078214,0,0
0.19,0.5185500615000888,0.009257400057815628,2.00380899434369,0.06232442753332415,0,0
0.2,0.5240819434454218,0.010198422164617851,2.361340122687909,0.031226742985607698,1,0
0.21000000000000002,0.5256369186361131,0.01045863753090924,2.4512675346426573,0.02610644035301953,1,0
0.22000000000000003,0.52251412472261,0.012381582314516837,1.8183560186982943,0.08777925150836566,0,0
0.23000000000000004,0.5239165767025944,0.01159290514903242,2.063035658028354,0.05572816664202743,0,0
0.24000000000000005,0.5162282781866702,0.012394044496029233,1.309360975093266,0.20890416219913377,0,0
0.25000000000000006,0.5189697210409105,0.009217992056793151,2.05790164756444,0.05627372150439911,0,0
0.26000000000000006,0.5186837664533235,0.012206108837176353,1.530689812990854,0.14537661411316488,0,0
0.26999999999999996,0.5227961590328782,0.012510168570750489,1.8222103806160532,0.08716785025374096,0,0
0.27999999999999997,0.5167677183021258,0.011206787200142666,1.4962110016608772,0.1540629061245134,0,0
0.29,0.5070470027349834,0.008196045274871399,0.8598052473659558,0.40259590676133905,0,0
