time,auc_mean,auc_sem,null_mean,null_std,z_value_vs_null,p_value_uncorrected,significant_uncorrected_p_lt_threshold,significant_after_min_duration_filter
-0.42,0.5070135096292038,0.01694305262734877,0.5016636964645014,0.029441340284721947,0.18171092460347632,0.4117647058823529,0,0
-0.41,0.5203506754814601,0.012057905637017188,0.501659672319632,0.031925468311841704,0.5854574466773044,0.27450980392156865,0,0
-0.39999999999999997,0.517217591261857,0.015435062558829635,0.4989703937913194,0.03914418468608943,0.4661534686919155,0.35294117647058826,0,0
-0.39,0.5218741017533775,0.017910117901621024,0.49766887036504753,0.03069721668197802,0.7885155074186426,0.21568627450980393,0,0
-0.38,0.5338890485771774,0.01912894429737521,0.5013394653636102,0.032616935806165405,0.997935042304452,0.19607843137254902,0,0
-0.37,0.4958608795630929,0.015314704975113827,0.50855590686979,0.033111701449978444,-0.3834000293181975,0.7058823529411765,0,0
-0.36,0.474360448404714,0.010253067077672016,0.5057867203219317,0.040313518938082264,-0.7795467313455201,0.803921568627451,0,0
-0.35,0.531417073871802,0.016384847633586323,0.5026588100028745,0.032665223501128576,0.8803939109106036,0.19607843137254902,0,0
-0.33999999999999997,0.527249209542972,0.01050994945728653,0.5023317045127911,0.026895987321213975,0.9264394994166104,0.13725490196078433,0,0
-0.32999999999999996,0.5114113250934177,0.020558383131978705,0.4978430583501007,0.02872335027509627,0.4723775817711967,0.3333333333333333,0,0
-0.31999999999999995,0.47841333716585216,0.014648058292196653,0.4938631790744467,0.03719512484159211,-0.41537276657607347,0.6666666666666666,0,0
-0.31,0.49588962345501575,0.01626145727696363,0.49908824374820343,0.03063699509097575,-0.10440385173837913,0.49019607843137253,0,0
-0.3,0.5646737568266744,0.01294732514239865,0.49164242598447827,0.028594975074217963,2.5539917643797234,0.0196078431372549,1,0
-0.29,0.4788157516527738,0.021363405522132884,0.4973469387755102,0.03232113192136157,-0.5733458583017265,0.7058823529411765,0,0
-0.27999999999999997,0.5262431733256683,0.015477031096900361,0.49705662546708834,0.030861470783611566,0.9457277024554167,0.17647058823529413,0,0
-0.27,0.502529462489221,0.014067031516320123,0.49921299223914906,0.034180246917289395,0.09702885582123776,0.5294117647058824,0,0
-0.26,0.5286289163552744,0.010206708279390403,0.49904455303248063,0.030345012027294546,0.9749333200521862,0.13725490196078433,0,0
-0.24999999999999997,0.5322793906294913,0.017723110718132158,0.5090911181373958,0.03258865652265233,0.7115442907558123,0.27450980392156865,0,0
-0.24,0.4879563092842771,0.010772139688365955,0.5030278815751652,0.03099050606211608,-0.48632869242855514,0.6274509803921569,0,0
-0.22999999999999998,0.49758551307847076,0.011577081972966332,0.5058108651911468,0.028827182128627008,-0.28533319961606024,0.5686274509803921,0,0
-0.21999999999999997,0.4637539522851394,0.020929518829142613,0.5010922678930728,0.035887892608284074,-1.0404153850849007,0.8823529411764706,0,0
-0.21,0.439350388042541,0.01133044616863864,0.501808565679793,0.035268865989442,-1.7709153919479397,0.9607843137254902,0,0
-0.19999999999999998,0.494883587237712,0.01442168582889582,0.5018953722334003,0.032646318339223865,-0.2147802678032401,0.6274509803921569,0,0
-0.18999999999999997,0.4841621155504455,0.014263472345498459,0.5034860592124175,0.033781027012401196,-0.5720354107315347,0.7450980392156863,0,0
-0.18,0.46090830698476576,0.009503879042191318,0.49780224202356976,0.02952302168526551,-1.2496666307438715,0.8823529411764706,0,0
-0.16999999999999998,0.5087093992526589,0.01283463323688896,0.5000937050876688,0.03397647668310591,0.2535782107529136,0.43137254901960786,0,0
-0.15999999999999998,0.5181373958033918,0.013067863923317664,0.5016010347801092,0.029475992322092505,0.5610111728414469,0.27450980392156865,0,0
-0.14999999999999997,0.5029893647599886,0.012995605592217442,0.49932106927277964,0.02803534183893204,0.1308453989355268,0.49019607843137253,0,0
-0.13999999999999996,0.46809427996550734,0.018318140015572363,0.5000057487783844,0.03274476377919686,-0.9745518101172204,0.7843137254901961,0,0
-0.13,0.49563092842770906,0.01741763110791815,0.5012785283127335,0.03909341538513856,-0.14446422317890742,0.6274509803921569,0,0
-0.12,0.4457890198332855,0.013208467327835151,0.5005599310146593,0.040494428235594786,-1.352554254198111,0.9019607843137255,0,0
-0.10999999999999999,0.45676918654785864,0.013165514863671807,0.503039954009773,0.0384412686991176,-1.2036743070078864,0.9019607843137255,0,0
-0.09999999999999998,0.4747053751077896,0.015465309075594864,0.49857142857142844,0.034085245154721305,-0.7001872321969511,0.7450980392156863,0,0
-0.08999999999999997,0.49767174475423975,0.010327660767976919,0.49483184823225074,0.041713607976524604,0.06808081726201291,0.5098039215686274,0,0
-0.07999999999999996,0.4941075021557918,0.018407215744441745,0.4986438631790744,0.03167020024005455,-0.14323752262056344,0.5098039215686274,0,0
-0.07,0.5407300948548434,0.02036163418456534,0.4995021557918943,0.031182346197104308,1.3221564151185532,0.09803921568627451,0,0
-0.06,0.5079620580626616,0.00912256243118367,0.49924748490945675,0.03211128018079575,0.2713866623859057,0.45098039215686275,0,0
-0.04999999999999999,0.5036792181661397,0.01842312067187167,0.49524691003161836,0.03998935311993731,0.2108638294105658,0.4117647058823529,0,0
-0.03999999999999998,0.5460189709686691,0.010211541521877667,0.4963684966944524,0.035517976355387726,1.39789704732672,0.0784313725490196,0,0
-0.02999999999999997,0.45883874676631214,0.014921500968101742,0.4954228226501867,0.03394645791115313,-1.077699357606758,0.8431372549019608,0,0
-0.019999999999999962,0.5458177637252083,0.011863600088135496,0.49119517102615673,0.028335306316706672,1.9277219765521203,0.058823529411764705,0,0
-0.010000000000000009,0.5408738143144581,0.016125357526670613,0.49591491807990784,0.02897232041611645,1.551787899237128,0.0784313725490196,0,0
0.0,0.5224202356999138,0.013296496904309018,0.5017344064386318,0.030566332115004195,0.6767520938872453,0.3137254901960784,0,0
0.010000000000000009,0.514573153204944,0.014848463837818952,0.4920781833860304,0.03324912080831047,0.6765583351392292,0.2549019607843137,0,0
0.020000000000000018,0.5134808853118712,0.00902853123826304,0.5038206381144008,0.03553055743470362,0.2718856076272806,0.47058823529411764,0,0
0.030000000000000027,0.5235412474849095,0.013124712717796605,0.49655245760275946,0.035336311436851384,0.7637693008898512,0.21568627450980393,0,0
0.040000000000000036,0.5244610520264443,0.012416577630502124,0.5029382006323657,0.03883300310719619,0.5542412296743073,0.3137254901960784,0,0
0.04999999999999999,0.5365047427421672,0.015621584662965732,0.49085484334578894,0.039980000112753204,1.1418183908863075,0.13725490196078433,0,0
0.06,0.5291750503018109,0.013422505022052781,0.4944305835010059,0.03411155288618508,1.0185542392846105,0.1568627450980392,0,0
