s1,s2,r1,r2,acc1,acc2,id,seq,id_sess,task,dataset,rt1,rt2,p_r2_discrete,p_r2_bayesian,p_r2_optimal,p_r2_fixed,p_r2_naive,p_c2_discrete,p_c2_bayesian,p_c2_optimal,p_c2_fixed,p_c2_naive,abs1,abs2
1.50454930208794,0.500816047089041,1,0,1,0,31,1,31zt03,O-M,1,0.761,0.9408,0.959296924655872,0.966992941838685,0.949859046357387,0.94202985701607,0.691749704522198,0.959296924655872,0.966992941838685,0.949859046357387,0.94202985701607,0.691749704522198,1.50454930208794,0.500816047089041
-2.1406297973197,0.35560407273532,0,1,1,1,31,1,31zt03,O-M,1,0.2147,0.5212,0.963796223552697,0.98205326880409,0.968763780920777,0.923185879301459,0.638931453414391,0.963796223552697,0.98205326880409,0.968763780920777,0.923185879301459,0.638931453414391,2.1406297973197,0.35560407273532
1.04454348621735,1.17615695390222,1,1,1,1,31,1,31zt03,O-M,1,0.3625,0.7612,0.981784074832237,0.984906829750773,0.978483734956112,0.987692289066246,0.880233918839165,0.981784074832237,0.984906829750773,0.978483734956112,0.987692289066246,0.880233918839165,1.04454348621735,1.17615695390222
-1.49779083113669,-1.83141453231377,1,0,0,1,31,1,31zt03,O-M,1,0.7324,0.4323,0.189054194321739,0.136773896755181,0.0977629736033084,0.223571611989176,0.0335193469265949,0.810945805678261,0.863226103244819,0.902237026396692,0.776428388010824,0.966480653073405,1.49779083113669,1.83141453231377
0.910529930822795,1.75027038294128,1,1,1,1,31,1,31zt03,O-M,1,0.637,0.5443,0.99362985274334,0.995408402201049,0.993528758253424,0.997610007695048,0.959964165532963,0.99362985274334,0.995408402201049,0.993528758253424,0.997610007695048,0.959964165532963,0.910529930822795,1.75027038294128
1.66319349930374,1.78730995900831,1,1,1,1,31,1,31zt03,O-M,1,0.2587,1.1032,0.997500619584256,0.998265786649113,0.997323073873082,0.997872010530764,0.963056297355818,0.997500619584256,0.998265786649113,0.997323073873082,0.997872010530764,0.963056297355818,1.66319349930374,1.78730995900831
-0.625169801380708,-0.0280501725499457,0,1,1,1,31,1,31zt03,O-M,1,0.6315,0.9608,0.859036438563281,0.858563495719188,0.812964658900166,0.864176672334992,0.511188932518761,0.859036438563281,0.858563495719188,0.812964658900166,0.864176672334992,0.511188932518761,0.625169801380708,0.0280501725499457
-0.727199896773186,0.157568612058724,0,0,1,0,31,1,31zt03,O-M,1,0.89,0.8009,0.886481197560147,0.888281842242564,0.849775672311761,0.890426004711167,0.56260163075346,0.886481197560147,0.888281842242564,0.849775672311761,0.890426004711167,0.56260163075346,0.727199896773186,0.157568612058724
-2.06660796340751,0.564793496659376,0,1,1,1,31,1,31zt03,O-M,1,0.2963,0.5942,0.975352205621557,0.986094590443436,0.976326018952463,0.949082478516577,0.713892884516643,0.975352205621557,0.986094590443436,0.976326018952463,0.949082478516577,0.713892884516643,2.06660796340751,0.564793496659376
0.463592904863693,0.167038958212227,1,1,1,1,31,1,31zt03,O-M,1,0.5962,1.0647,0.870241917771522,0.869817720313792,0.830087290531726,0.892191494715202,0.566330302343345,0.870241917771522,0.869817720313792,0.830087290531726,0.892191494715202,0.566330302343345,0.463592904863693,0.167038958212227
-1.66339812118804,0.417687453074954,0,1,1,1,31,1,31zt03,O-M,1,0.2643,0.2985,0.957878635742015,0.968604625927587,0.950893494963313,0.931745211737457,0.661912176492449,0.957878635742015,0.968604625927587,0.950893494963313,0.931745211737457,0.661912176492449,1.66339812118804,0.417687453074954
1.00858482769349,0.968861599208861,1,1,1,1,31,1,31zt03,O-M,1,0.2298,0.3223,0.972636423065826,0.976336218674554,0.966479179814107,0.97932930959843,0.833692876334108,0.972636423065826,0.976336218674554,0.966479179814107,0.97932930959843,0.833692876334108,1.00858482769349,0.968861599208861
-1.45596031074405,-0.287537657155943,0,1,1,1,31,1,31zt03,O-M,1,0.2313,0.6579,0.93994945739983,0.950859207977134,0.926116497728175,0.912889604897789,0.613149663766015,0.93994945739983,0.950859207977134,0.926116497728175,0.912889604897789,0.613149663766015,1.45596031074405,0.287537657155943
-1.12955234323305,1.18604820432921,0,1,1,1,31,1,31zt03,O-M,1,0.1846,0.3298,0.983482101574458,0.986401346328632,0.980407606520728,0.988004596139209,0.882198368228242,0.983482101574458,0.986401346328632,0.980407606520728,0.988004596139209,0.882198368228242,1.12955234323305,1.18604820432921
-1.96774763415659,-0.176839833228324,0,1,1,1,31,1,31zt03,O-M,1,0.1468,0.3438,0.945139661140766,0.968934054386512,0.948071036663765,0.893996931343466,0.570182900142912,0.945139661140766,0.968934054386512,0.948071036663765,0.893996931343466,0.570182900142912,1.96774763415659,0.176839833228324
-1.2826364588563,-0.0322592152848362,0,1,1,1,31,1,31zt03,O-M,1,0.0944,0.2649,0.901881776753578,0.915218224514254,0.876865383967649,0.865092226921681,0.512867333124344,0.901881776753578,0.915218224514254,0.876865383967649,0.865092226921681,0.512867333124344,1.2826364588563,0.0322592152848362
-1.27091871680842,0.710847279560075,0,1,1,1,31,1,31zt03,O-M,1,0.1996,0.1374,0.96585930873203,0.970416594025527,0.956674894797268,0.962631539500194,0.761410560617819,0.96585930873203,0.970416594025527,0.956674894797268,0.962631539500194,0.761410560617819,1.27091871680842,0.710847279560075
0.639852687685839,-2.09300653828721,0,0,0,1,31,1,31zt03,O-M,1,0.071,0.7782,0.177787277985589,0.145442482697245,0.0928761304761647,0.153442916111853,0.0181742854509377,0.822212722014411,0.854557517302756,0.907123869523835,0.846557083888148,0.981825714549062,0.639852687685839,2.09300653828721
