time,group_mean_auc,group_sem_auc,t_value_vs_0.5,p_value,p_value_two_sided,significant_uncorrected_p_lt_threshold,significant_after_min_duration_filter
-0.10999999999999999,0.5637466775345245,0.01250904351486902,5.0960473083934215,5.393887879178506e-05,0.00010787775758357012,1,1
-0.09999999999999998,0.5691748671470871,0.011521203456322189,6.004135540990539,9.188973581853744e-06,1.837794716370749e-05,1,1
-0.09000000000000002,0.5752606447084536,0.010777205968590343,6.983316912360885,1.5424398401703772e-06,3.0848796803407544e-06,1,1
-0.08000000000000002,0.57524177256631,0.013131979441104781,5.729659637662364,1.551285199737207e-05,3.102570399474414e-05,1,1
-0.07,0.5785379378728451,0.01254874996593234,6.258626403909703,5.706244827632785e-06,1.141248965526557e-05,1,1
-0.06,0.5808575250084489,0.012831199533729293,6.3016341376267455,5.269403534325913e-06,1.0538807068651826e-05,1,1
-0.04999999999999999,0.5791115114841281,0.013354251551116282,5.924069288444335,1.0694360434827063e-05,2.1388720869654126e-05,1,1
-0.03999999999999998,0.5775826187723792,0.011828210079846397,6.5591174191747745,3.2883819128516516e-06,6.576763825703303e-06,1,1
-0.030000000000000027,0.5766591282093145,0.012519226562832237,6.123311837562261,7.343325765229112e-06,1.4686651530458224e-05,1,1
-0.020000000000000018,0.5791033478086518,0.012382268034889152,6.388437690555932,4.490396769058796e-06,8.980793538117592e-06,1,1
-0.010000000000000009,0.5724395704908094,0.012439409428520759,5.823393056323223,1.2957887539601661e-05,2.5915775079203322e-05,1,1
0.0,0.5584937154197204,0.011584759265657454,5.049195592101997,5.926124080783719e-05,0.00011852248161567439,1,1
0.010000000000000009,0.5634029124520996,0.00980092518443686,6.469074220949949,3.873876489648378e-06,7.747752979296757e-06,1,1
0.020000000000000018,0.5558566687014065,0.010613582481659329,5.262753532836713,3.867220494633142e-05,7.734440989266284e-05,1,1
0.030000000000000027,0.5587930799630262,0.007232707550511589,8.1287788220979,2.252487504595376e-07,4.504975009190752e-07,1,1
0.040000000000000036,0.550165029133675,0.009087219952028248,5.520393409480345,2.3280641582224238e-05,4.6561283164448476e-05,1,1
0.050000000000000044,0.5486407704614256,0.00997236684348906,4.8775552709618815,8.38338060268112e-05,0.0001676676120536224,1,1
0.06000000000000005,0.5510615677681429,0.007417577856897604,6.883860035343035,1.8379549142691813e-06,3.6759098285383626e-06,1,1
0.06999999999999995,0.5418867689597595,0.009304586875053752,4.5017333410106435,0.0001811198172384308,0.0003622396344768616,1,1
0.07999999999999996,0.5411036751510627,0.009171947400402057,4.4814556120612865,0.00018887849715704442,0.00037775699431408883,1,1
0.08999999999999997,0.5453609881343635,0.010963842695189907,4.137325698248519,0.0003868001886325392,0.0007736003772650784,1,1
0.09999999999999998,0.5322562321754931,0.01228764071198995,2.625095649486101,0.00918931114604246,0.01837862229208492,1,1
0.10999999999999999,0.5390322160222814,0.012278187445316125,3.1789884456578594,0.0029147175317506997,0.0058294350635013994,1,1
0.12,0.5281279034129076,0.01275962141651946,2.204446550153231,0.021239204019314565,0.04247840803862913,1,1
0.13,0.5333054202191911,0.00961291298835466,3.4646542894477688,0.001596612270672898,0.003193224541345796,1,1
0.14,0.5311534410848546,0.00905528257883392,3.4403610062565675,0.0016806404874558378,0.0033612809749116756,1,1
0.15000000000000002,0.5376183399555029,0.008457817141879891,4.447759903584484,0.00020252903426277752,0.00040505806852555505,1,1
0.16000000000000003,0.5405912466421602,0.009370243066281828,4.331931024097441,0.00025761465914309116,0.0005152293182861823,1,1
0.17000000000000004,0.5338180427545801,0.01079260871397181,3.133444716734725,0.0032070651895935104,0.006414130379187021,1,1
0.18000000000000005,0.5436973166271473,0.010931147788456446,3.9975048798894357,0.0005187264679099182,0.0010374529358198365,1,1
0.18999999999999995,0.5470795055409073,0.008013652079138225,5.874912596151815,1.1743359711525878e-05,2.3486719423051756e-05,1,1
0.19999999999999996,0.5529344673235245,0.0072937664383773615,7.257494158984992,9.57981720096869e-07,1.915963440193738e-06,1,1
0.20999999999999996,0.5564336654985631,0.008455459024047755,6.67422848813564,2.6712210970479905e-06,5.342442194095981e-06,1,1
0.21999999999999997,0.5555869692424595,0.010263004574708034,5.416247146517607,2.855303566453162e-05,5.710607132906324e-05,1,1
0.22999999999999998,0.5562414686491604,0.011468748868035174,4.903888758599668,7.947196010529221e-05,0.00015894392021058442,1,1
0.24,0.5690955666638561,0.010020867485793271,6.89516818397348,1.8015648179285184e-06,3.6031296358570367e-06,1,1
0.25,0.5638368034315752,0.011109381125403606,5.746206985877979,1.5026478751571081e-05,3.0052957503142162e-05,1,1
0.26,0.5688449898858925,0.010103063466997804,6.814268772118311,2.0794544211063944e-06,4.158908842212789e-06,1,1
0.27,0.5720332262227289,0.009259041894657863,7.779771065113065,3.975212200642832e-07,7.950424401285664e-07,1,1
0.28,0.5754713795669799,0.00884920627497068,8.528604399294553,1.1972653862647903e-07,2.3945307725295806e-07,1,1
0.29000000000000004,0.5779127028383532,0.010643302056420272,7.320350622892875,8.601098681455286e-07,1.7202197362910571e-06,1,1
