subject,task,session,file,condition,n_trials
sub26,task1,1,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,correct,108
sub26,task1,1,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,error,42
sub26,task1,1,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,left,58
sub26,task1,1,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,right,92
sub26,task1,1,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,correct_left,47
sub26,task1,1,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,correct_right,61
sub26,task1,1,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,error_left,11
sub26,task1,1,clean_epochs_task1_ICA_sub26_pzq1_sess1-epo.fif,error_right,31
sub26,task1,2,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,correct,130
sub26,task1,2,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,error,20
sub26,task1,2,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,left,78
sub26,task1,2,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,right,72
sub26,task1,2,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,correct_left,71
sub26,task1,2,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,correct_right,59
sub26,task1,2,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,error_left,7
sub26,task1,2,clean_epochs_task1_ICA_sub26_pzq1_sess2-epo.fif,error_right,13
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess3-epo.fif,correct,258
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess3-epo.fif,error,42
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess3-epo.fif,left,157
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess3-epo.fif,right,143
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess3-epo.fif,correct_left,135
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess3-epo.fif,correct_right,123
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess3-epo.fif,error_left,22
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess3-epo.fif,error_right,20
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess4-epo.fif,correct,203
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess4-epo.fif,error,97
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess4-epo.fif,left,225
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess4-epo.fif,right,75
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess4-epo.fif,correct_left,139
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess4-epo.fif,correct_right,64
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess4-epo.fif,error_left,86
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess4-epo.fif,error_right,11
sub27,task1,1,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,correct,140
sub27,task1,1,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,error,10
sub27,task1,1,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,left,74
sub27,task1,1,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,right,76
sub27,task1,1,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,correct_left,71
sub27,task1,1,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,correct_right,69
sub27,task1,1,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,error_left,3
sub27,task1,1,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,error_right,7
sub27,task1,2,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,correct,140
sub27,task1,2,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,error,10
sub27,task1,2,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,left,68
sub27,task1,2,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,right,82
sub27,task1,2,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,correct_left,64
sub27,task1,2,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,correct_right,76
sub27,task1,2,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,error_left,4
sub27,task1,2,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,error_right,6
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,correct,122
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,error,28
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,left,68
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,right,82
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,correct_left,59
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,correct_right,63
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,error_left,9
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,error_right,19
sub28,task1,2,clean_epochs_task1_ICA_sub28_hbf1_sess2-epo.fif,correct,134
sub28,task1,2,clean_epochs_task1_ICA_sub28_hbf1_sess2-epo.fif,error,16
sub28,task1,2,clean_epochs_task1_ICA_sub28_hbf1_sess2-epo.fif,left,90
sub28,task1,2,clean_epochs_task1_ICA_sub28_hbf1_sess2-epo.fif,right,60
sub28,task1,2,clean_epochs_task1_ICA_sub28_hbf1_sess2-epo.fif,correct_left,79
sub28,task1,2,clean_epochs_task1_ICA_sub28_hbf1_sess2-epo.fif,correct_right,55
sub28,task1,2,clean_epochs_task1_ICA_sub28_hbf1_sess2-epo.fif,error_left,11
sub28,task1,2,clean_epochs_task1_ICA_sub28_hbf1_sess2-epo.fif,error_right,5
