subject,task,session,file,condition,n_trials
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,correct_left,62
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,correct_right,67
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,error_left,16
sub28,task2,1,clean_epochs_task2_ICA_sub28_hbf1_sess1-epo.fif,error_right,5
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct,116
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,error,34
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,left,61
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,right,89
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct_left,49
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,correct_right,67
sub28,task2,2,clean_epochs_task2_ICA_sub28_hbf1_sess2-epo.fif,error_left,12
