train_time,test_time,mean_auc,sem_auc,t_value_vs_0.5,cluster_corrected_significant
-0.5,-0.42,0.5137087528723171,0.01038758844560231,1.319724298291838,0
-0.5,-0.418,0.5014614333465226,0.009924353400186022,0.14725728595026213,0
-0.5,-0.416,0.5045883743915349,0.011329324208087124,0.4049998311690707,0
-0.5,-0.414,0.5015515496059344,0.011503044060483409,0.13488165374107206,0
-0.5,-0.412,0.5022856250650981,0.012120621743157716,0.18857325255516574,0
-0.5,-0.41,0.49920940932376595,0.011993179463522867,-0.06592002384677649,0
-0.5,-0.408,0.4978266362027461,0.011840796852860524,-0.18354877836864442,0
-0.5,-0.40599999999999997,0.4944143528925602,0.011010038602191352,-0.507323117498251,0
-0.5,-0.40399999999999997,0.4933786179337498,0.010104543733982951,-0.6552875855226963,0
-0.5,-0.40199999999999997,0.4908320677698485,0.009128393692919366,-1.0043313794915214,0
-0.5,-0.39999999999999997,0.49025580866661117,0.008713161187487465,-1.1183302045854446,0
-0.5,-0.39799999999999996,0.4889715730983557,0.008761793592158397,-1.2586951273897298,0
-0.5,-0.39599999999999996,0.4887480906805841,0.00936771758889362,-1.2011366923311237,0
-0.5,-0.39399999999999996,0.4868237776349775,0.010361874912234212,-1.2716060053442053,0
-0.5,-0.39199999999999996,0.48621803471213987,0.011433848000755175,-1.2053654453819767,0
-0.5,-0.39,0.4848273310739611,0.012295554942655974,-1.2339962691233675,0
-0.5,-0.388,0.48627347269295407,0.012813440903798583,-1.0712600471725549,0
-0.5,-0.386,0.4882135795839376,0.012666318326767992,-0.9305324650773964,0
-0.5,-0.384,0.49287756392846566,0.012273618353132648,-0.5803045089565098,0
-0.5,-0.382,0.4979025049822609,0.011669555139723502,-0.17974078639889374,0
-0.5,-0.38,0.5039056045354958,0.011002313104734235,0.3549803117142093,0
-0.5,-0.378,0.5076477764311527,0.010986585550555242,0.6961012951622748,0
-0.5,-0.376,0.5112255962374789,0.01124126308260536,0.9986063091832841,0
-0.5,-0.374,0.5133097264520574,0.011700391122326553,1.1375454301403578,0
-0.5,-0.372,0.5153451000093906,0.011744433337553813,1.3065849639865903,0
-0.5,-0.37,0.516428891125341,0.011045006039374914,1.487449718612441,0
-0.5,-0.368,0.5174261066934291,0.009943677134533466,1.7524811453209737,0
-0.5,-0.366,0.5176915414595974,0.00843478153939825,2.097451057500602,0
-0.5,-0.364,0.5171359499772337,0.007000057476475591,2.4479727537696356,0
-0.5,-0.362,0.5143825510936586,0.00606590758953681,2.3710468518293033,0
-0.5,-0.36,0.5103374562792554,0.006094197169078298,1.6962786060988035,0
-0.5,-0.358,0.506218861064842,0.006912579076051609,0.8996441120488764,0
-0.5,-0.356,0.5021041665585806,0.007818311816163465,0.2691331080234566,0
-0.5,-0.354,0.4974890456844414,0.008726086805523229,-0.287752617126071,0
-0.5,-0.352,0.4945417866822775,0.00922759558167714,-0.5915098109154934,0
-0.5,-0.35,0.4925643526056945,0.009724441818319765,-0.7646348791246486,0
-0.5,-0.348,0.49073141359854283,0.009942015187293589,-0.9322643575623248,0
-0.5,-0.346,0.4888003601268456,0.009542304589993757,-1.17368291564478,0
-0.5,-0.344,0.48905049098041453,0.0086099653009973,-1.2717251042019033,0
-0.5,-0.34199999999999997,0.49106806913988155,0.007922316401392888,-1.1274393002718262,0
-0.5,-0.33999999999999997,0.494779490913207,0.007508809818793687,-0.695251206619542,0
-0.5,-0.33799999999999997,0.4982638087456537,0.007451329801007329,-0.2330042154504628,0
-0.5,-0.33599999999999997,0.5022018761314797,0.007611145196300928,0.28929629834808473,0
-0.5,-0.33399999999999996,0.5051460011952562,0.007944749355301072,0.647723542319505,0
-0.5,-0.33199999999999996,0.5069454117778445,0.007911827464475404,0.8778517743251767,0
-0.5,-0.32999999999999996,0.5087506852797623,0.008067128790605126,1.0847335535231841,0
-0.5,-0.32799999999999996,0.5101866954064598,0.008267120262262735,1.2321939300870386,0
-0.5,-0.32599999999999996,0.5103355559406628,0.009066816871104085,1.1399321379923486,0
-0.5,-0.32399999999999995,0.5097896629176178,0.01010348680847035,0.9689390507651744,0
-0.5,-0.32199999999999995,0.5091617086376465,0.011031085301485126,0.8305355626624642,0
-0.5,-0.31999999999999995,0.5078230161777305,0.011673505056342777,0.6701514360915954,0
-0.5,-0.318,0.505913178836386,0.012221783270384865,0.4838229172918159,0
-0.5,-0.316,0.505156805237425,0.012425602498800288,0.41501450234891346,0
-0.5,-0.314,0.5048083814059678,0.012166491365016152,0.39521512502724604,0
-0.5,-0.312,0.5039679443689206,0.011357265400890545,0.34937497970324544,0
-0.5,-0.31,0.5026164496226346,0.010380291279506357,0.2520593644419428,0
-0.5,-0.308,0.5024676069709317,0.00944069311753192,0.26137985211585185,0
-0.5,-0.306,0.5026648129301918,0.008581684686196668,0.31052328623518477,0
-0.5,-0.304,0.5042304912811046,0.008102219962388742,0.5221397716604753,0
