train_time,test_time,mean_auc,sem_auc,t_value_vs_0.5,cluster_corrected_significant
-0.276,0.09400000000000003,0.4930262595418111,0.008944049305659603,-0.7797072913916165,0
-0.276,0.09600000000000003,0.49305668218391907,0.009005612653192442,-0.7709989407127668,0
-0.276,0.09800000000000003,0.49346357543293895,0.009049990288696132,-0.7222576332734181,0
-0.276,0.10000000000000003,0.49365058381094906,0.008979177663715782,-0.7071266909784468,0
-0.276,0.10200000000000004,0.4938803020869871,0.009163161383933293,-0.6678587942086441,0
-0.276,0.10400000000000004,0.4931205556866521,0.009395902531140355,-0.7321749337594373,0
-0.276,0.10600000000000004,0.4916558847459462,0.00964273299755218,-0.8653267964769014,0
-0.276,0.10800000000000004,0.4903320591691679,0.009931556700316712,-0.9734567422369679,0
-0.276,0.11000000000000004,0.4895806943936575,0.010170435894063315,-1.0244699160263637,0
-0.276,0.11200000000000004,0.4897358410345303,0.01017364711543807,-1.008896696435866,0
-0.276,0.11400000000000005,0.4897584915056707,0.010076481466302738,-1.0163774456965369,0
-0.276,0.11600000000000005,0.4897798498174023,0.00963686549860001,-1.0605263904619582,0
-0.276,0.11800000000000005,0.48938317419993127,0.008942312942085138,-1.1872572419270735,0
-0.276,0.12000000000000005,0.4892383874316618,0.00812394632543934,-1.3246779504979245,0
-0.276,0.12200000000000005,0.48987010350410287,0.007538274841334434,-1.3437950604231328,0
-0.276,0.12400000000000005,0.4906088131396602,0.00722416444825933,-1.2999685884230598,0
-0.276,0.12600000000000006,0.4912164861192727,0.00721518860929998,-1.2173644178068663,0
-0.276,0.12800000000000006,0.49128293687789126,0.007252454112748171,-1.2019466771649165,0
-0.276,0.13000000000000006,0.49099390913246865,0.007275144881612521,-1.2379259814184167,0
-0.276,0.13200000000000006,0.4904882644122922,0.007181342150621633,-1.3245066713447584,0
-0.276,0.13400000000000006,0.4895162805094279,0.006961787670373339,-1.505894748153077,0
-0.276,0.13600000000000007,0.4884661483927399,0.006395716928488294,-1.8033711835940156,0
-0.276,0.13800000000000007,0.48745504548917373,0.005958242237347101,-2.1054791012343825,0
-0.276,0.14000000000000007,0.48660736238436864,0.005857064762976558,-2.2865783728888185,0
-0.276,0.14200000000000007,0.4867613324145727,0.006070210289625124,-2.1809240460835677,0
-0.276,0.14399999999999996,0.4877873497305193,0.006484158352882661,-1.883459595654594,0
-0.276,0.14599999999999996,0.48985458622534744,0.00700384756465554,-1.448548627164679,0
-0.276,0.14799999999999996,0.49252295480162983,0.007507887310597202,-0.9958920384721819,0
-0.276,0.14999999999999997,0.49584570098142616,0.007735058904653414,-0.5370739990195375,0
-0.276,0.15199999999999997,0.49928509450157665,0.007677416742226726,-0.09311797475983015,0
-0.276,0.15399999999999997,0.5033280599964414,0.007336798512110918,0.4536120204129539,0
-0.276,0.15599999999999997,0.5068818944475888,0.006974481396506504,0.9867248984327266,0
-0.276,0.15799999999999997,0.5096929845646555,0.00683001845629934,1.4191739929656682,0
-0.276,0.15999999999999998,0.5117129622487532,0.007237378710851427,1.618398416983661,0
-0.276,0.16199999999999998,0.5121612455034539,0.008038706562672379,1.5128361022561059,0
-0.276,0.16399999999999998,0.5114191423899456,0.008924431229181077,1.2795372720905045,0
-0.276,0.16599999999999998,0.5094606677235869,0.009376739032260899,1.0089507334092682,0
-0.276,0.16799999999999998,0.5068616208902212,0.009425341389811583,0.7279970673145482,0
-0.276,0.16999999999999998,0.5047773703116375,0.008985510368552786,0.5316748983293341,0
-0.276,0.172,0.502550812206957,0.008018630739868225,0.31811069616592796,0
-0.276,0.174,0.5007589011289756,0.0070202593625445,0.10810157998214383,0
-0.276,0.176,0.49916025578846507,0.006264488440733191,-0.13404832964090832,0
-0.276,0.178,0.4977187945005524,0.005960902932295791,-0.3826946228377887,0
-0.276,0.18,0.4970036282572085,0.006031876730511834,-0.4967561302495611,0
-0.276,0.182,0.4966638446235173,0.0063757596365193805,-0.5232561399230987,0
-0.276,0.184,0.4969542002983663,0.006900203311409519,-0.44140724036312695,0
-0.276,0.186,0.4985126730133941,0.007208477138501364,-0.20633026338696145,0
-0.276,0.188,0.4998761294379002,0.00735601227397522,-0.016839363161195504,0
-0.276,0.19,0.5013073797242777,0.007398275438868396,0.17671411872678514,0
-0.276,0.192,0.501976451782449,0.007394445465688018,0.2672887090208729,0
-0.276,0.194,0.5019567376923383,0.007252288058364188,0.26980970372262486,0
-0.276,0.196,0.5018771707214976,0.0072707732520746575,0.25818034154235076,0
-0.276,0.198,0.5016584030073665,0.007329140698630232,0.2262752313755541,0
-0.276,0.2,0.5012901596434443,0.007500299182120335,0.17201442397388267,0
-0.276,0.202,0.5006667307586969,0.007571125818879389,0.08806230072605885,0
-0.276,0.20400000000000001,0.4999039627215793,0.00751444590595178,-0.012780353950596587,0
-0.276,0.20600000000000002,0.4989287790028822,0.0073337498964092555,-0.14606729330138776,0
-0.276,0.20800000000000002,0.49848397622614726,0.006879717110425299,-0.22036135345674585,0
-0.276,0.21000000000000002,0.49888182137572057,0.006459426533229151,-0.17310803343411443,0
-0.276,0.21200000000000002,0.4989989330540548,0.006013613477499551,-0.166466792335555,0
-0.276,0.21400000000000002,0.500246214996421,0.0058086294438496845,0.04238779540010154,0
-0.276,0.21600000000000003,0.5021131335561938,0.005468296746245376,0.3864335924426134,0
-0.276,0.21800000000000003,0.5042916825520262,0.005232615483872378,0.8201792325948135,0
-0.276,0.22000000000000003,0.5062873730181279,0.005182370362680368,1.2132234051438764,0
-0.276,0.22200000000000003,0.5077964695318021,0.005300348266335048,1.4709353310462838,0
-0.276,0.22400000000000003,0.5085866786110547,0.005344470155674185,1.6066473122575629,0
-0.276,0.22600000000000003,0.5082098651137223,0.00549464568767026,1.4941573270401718,0
-0.276,0.22800000000000004,0.5073440920224768,0.005566313968732061,1.3193815626878163,0
-0.276,0.23000000000000004,0.5064011947915539,0.00563622400474877,1.1357239858033688,0
-0.276,0.23200000000000004,0.5057935341315055,0.005524973743882382,1.0486084459533407,0
-0.276,0.23400000000000004,0.5050150755168897,0.005446302885733353,0.920822000191507,0
-0.276,0.23600000000000004,0.5034367560837321,0.0054918805013199085,0.625788576955753,0
-0.276,0.23800000000000004,0.50272602221225,0.005660802185805233,0.4815611149751471,0
-0.276,0.24000000000000005,0.5015569619708193,0.006006125493000075,0.25922901088796746,0
-0.276,0.24200000000000005,0.5013399214398744,0.006423573081638295,0.20859441043870872,0
-0.276,0.24400000000000005,0.5009672907238992,0.006750101861750579,0.14330016697680684,0
-0.276,0.24600000000000005,0.5014789554893576,0.006864337578151526,0.21545494703888896,0
-0.276,0.24800000000000005,0.5021209493845832,0.006735685720244159,0.314882474134539,0
-0.276,0.25000000000000006,0.5034611170483112,0.006553670896370257,0.5281188364566987,0
-0.276,0.25200000000000006,0.5043944979875299,0.006133128614500695,0.7165181530906989,0
-0.276,0.25400000000000006,0.5053409017939552,0.0056979574525984865,0.9373362013294024,0
-0.276,0.25600000000000006,0.5061343030781326,0.005053284687667815,1.2139239044067602,0
-0.276,0.25800000000000006,0.5077562475414812,0.0044220333689432255,1.7540002289341963,0
-0.276,0.26000000000000006,0.5094105735429203,0.0039290656419623555,2.3951174147908367,0
-0.276,0.26200000000000007,0.5107147040058944,0.003937270118797735,2.7213535476621367,0
-0.276,0.26400000000000007,0.5113534298831132,0.004418908381671592,2.5692838372038076,0
-0.276,0.26600000000000007,0.5111829009824256,0.004728507807894401,2.364995773879313,0
-0.276,0.26799999999999996,0.510575912082354,0.005004792270041948,2.1131570526233694,0
-0.276,0.26999999999999996,0.5098063275395501,0.00527989647496656,1.8572954197198026,0
-0.276,0.27199999999999996,0.5094919769667016,0.005479818992077042,1.732169799846588,0
-0.276,0.27399999999999997,0.5092811467225461,0.00564000278548041,1.6455925777979081,0
-0.276,0.27599999999999997,0.5090399826866354,0.005931553236612268,1.5240498274274181,0
-0.276,0.27799999999999997,0.5093070484546781,0.006301972807827213,1.4768468126549967,0
-0.276,0.27999999999999997,0.5098369826221324,0.006701110072647841,1.4679631457307911,0
-0.276,0.282,0.5099212215009008,0.007085279316028623,1.400258346690254,0
-0.276,0.284,0.5096333488571998,0.007455354516953799,1.2921382658991247,0
-0.276,0.286,0.5090475010139992,0.0078028016705980795,1.1595195413067085,0
-0.276,0.288,0.508410772267923,0.00805368965878727,1.0443377661996405,0
-0.276,0.29,0.5077198116334184,0.008197527123582992,0.9417244392165236,0
-0.276,0.292,0.5072576759309471,0.008275024832311524,0.8770579035132429,0
-0.276,0.294,0.5070622577438977,0.008144410383841102,0.8671294066798761,0
-0.276,0.296,0.5075418686195959,0.008017471940936792,0.940679141150154,0
-0.276,0.298,0.5083573235376528,0.0078267499449699,1.0677897717971678,0
-0.274,-0.42,0.49759530684286224,0.006752461590478933,-0.35612096787462605,0
-0.274,-0.418,0.5003740420237015,0.00626082427632242,0.05974325539147151,0
-0.274,-0.416,0.4999098262117479,0.006516063715481794,-0.01383869037957426,0
-0.274,-0.414,0.5001094869528044,0.006605955103537595,0.016573977734989614,0
-0.274,-0.412,0.4992110950256755,0.006590705590446187,-0.11969962297634468,0
-0.274,-0.41,0.4982703150396762,0.006628229618414307,-0.2609573083464696,0
-0.274,-0.408,0.497540936217332,0.006532690731050813,-0.3764243378275601,0
-0.274,-0.40599999999999997,0.49766101991556405,0.0061758096830623185,-0.37873253945159085,0
-0.274,-0.40399999999999997,0.49726184481024244,0.0058581293121728285,-0.46741118945051097,0
-0.274,-0.40199999999999997,0.4976710345803371,0.0058160768558890635,-0.400435805332361,0
-0.274,-0.39999999999999997,0.4985278340699979,0.005794344804111859,-0.2540694383526084,0
-0.274,-0.39799999999999996,0.49908070047548503,0.00629520077290493,-0.14603180385790288,0
-0.274,-0.39599999999999996,0.49896935541579995,0.006694487616633354,-0.1539542147541395,0
-0.274,-0.39399999999999996,0.49879462533479796,0.006966975826472789,-0.1730126090895763,0
-0.274,-0.39199999999999996,0.49856326864387057,0.007058804916749691,-0.20353747880467202,0
-0.274,-0.39,0.4987585570080628,0.006913672348517687,-0.179563469218111,0
-0.274,-0.388,0.49934850010129445,0.006736461878600578,-0.09671247465603514,0
-0.274,-0.386,0.5003950312358214,0.006544648327081373,0.06035942896835723,0
-0.274,-0.384,0.5010913634055656,0.006167631945304072,0.17695015124834312,0
-0.274,-0.382,0.5019207256545983,0.005861431190195691,0.3276888514551111,0
-0.274,-0.38,0.502499697442355,0.005767465732981927,0.4334134883646229,0
-0.274,-0.378,0.5023897084667396,0.005908412411563355,0.40445864308028967,0
-0.274,-0.376,0.5016067239642061,0.006200815236848438,0.25911495550749425,0
-0.274,-0.374,0.5009413115000526,0.00654384250348071,0.14384690639360284,0
-0.274,-0.372,0.5005647765517344,0.007000622266859585,0.08067519289077708,0
-0.274,-0.37,0.5004926551383169,0.007416736800582926,0.06642478377796912,0
-0.274,-0.368,0.5005940362572789,0.007561642388289594,0.07855915775638267,0
-0.274,-0.366,0.5004535167227396,0.0074402427933414035,0.060954559593877494,0
-0.274,-0.364,0.49930591616380854,0.00711944677716638,-0.09749125991327902,0
-0.274,-0.362,0.4985889631131281,0.006982047353647438,-0.20209500385796494,0
-0.274,-0.36,0.49827291613983654,0.006878871593741904,-0.2510708095982823,0
-0.274,-0.358,0.4990564883708604,0.006849313974731774,-0.13775271985200188,0
-0.274,-0.356,0.5004247935097084,0.006737252491837255,0.06305144570773152,0
-0.274,-0.354,0.5015367133446508,0.006551344839852265,0.23456456379806762,0
-0.274,-0.352,0.5019750685167105,0.00648097163970478,0.3047488288037764,0
-0.274,-0.35,0.5015839884677982,0.006266604147593848,0.25276663891500245,0
-0.274,-0.348,0.5001952741833867,0.006014616591569723,0.03246660537938505,0
-0.274,-0.346,0.4988274562871747,0.005482798690705193,-0.21385861107997622,0
-0.274,-0.344,0.4979575219158757,0.004875778271457431,-0.41890298746375176,0
-0.274,-0.34199999999999997,0.497694603939291,0.004442450634880039,-0.5189469169579823,0
-0.274,-0.33999999999999997,0.4980014336869471,0.004530354820215562,-0.4411500627135611,0
-0.274,-0.33799999999999997,0.4981655418549516,0.0049344893872171145,-0.3717625069375218,0
-0.274,-0.33599999999999997,0.49854724933808764,0.0053955860735783795,-0.2692479819803689,0
-0.274,-0.33399999999999996,0.4993599640136478,0.00575969412907678,-0.11112325967468308,0
-0.274,-0.33199999999999996,0.5013906795550868,0.006024925042101575,0.2308210550951023,0
-0.274,-0.32999999999999996,0.5034313208941694,0.00633912204904912,0.5412927638274784,0
-0.274,-0.32799999999999996,0.5056194642805952,0.0067443385411753405,0.8332120705814843,0
-0.274,-0.32599999999999996,0.5075603210756084,0.007128297159079293,1.060606889259505,0
-0.274,-0.32399999999999995,0.508888513629136,0.007355233173791664,1.2084611621569998,0
-0.274,-0.32199999999999995,0.5098540128940687,0.007337135660316815,1.343032669733026,0
-0.274,-0.31999999999999995,0.5097928173928494,0.007170708603373325,1.3656694107249778,0
-0.274,-0.318,0.5092139519740337,0.006806369841829089,1.3537248471877896,0
-0.274,-0.316,0.5075735009141858,0.006412750559118455,1.1810066280243607,0
-0.274,-0.314,0.5051620713451284,0.005853281127371892,0.8819107151694624,0
-0.274,-0.312,0.5034325049854584,0.005323426794087868,0.6447923711979319,0
-0.274,-0.31,0.5024906650422852,0.00470696668342617,0.5291443959132459,0
-0.274,-0.308,0.502212614452297,0.004341176424125979,0.5096808413499292,0
-0.274,-0.306,0.50192843793769,0.0044691201005994255,0.43150282254249944,0
-0.274,-0.304,0.5018083136430087,0.004702022115483502,0.3845821220308779,0
-0.274,-0.302,0.501650894719051,0.004986721505336547,0.33105813454476957,0
-0.274,-0.3,0.5012408298864766,0.0050137195463172655,0.2474868957096194,0
-0.274,-0.298,0.5015915019579555,0.004977050946843477,0.31976806646209377,0
-0.274,-0.296,0.5028519529736679,0.004896265554677197,0.5824751418851395,0
-0.274,-0.294,0.5041389623911362,0.004959975504019581,0.8344723452327448,0
-0.274,-0.292,0.5056467322087567,0.005200952537426339,1.0857111592775412,0
-0.274,-0.29,0.5065041593902327,0.005643068276993329,1.1525927156951061,0
-0.274,-0.288,0.5068425086977444,0.006158946928617356,1.1109867932049975,0
-0.274,-0.286,0.5061599566181704,0.006472451442240591,0.9517192478214986,0
-0.274,-0.284,0.504864713592797,0.0067581489662406295,0.7198292930650079,0
-0.274,-0.282,0.5022103551049164,0.00673396115707702,0.32823995466523137,0
